kode_rs,tgl_registrasi,nama_rs,jenis_rs,kelas_rs,direktur_rs,alamat_rs,penyelenggara_rs,lokasi_rs,kodepos,telepon,fax,email,telepon_humas,website,luas_tanah,luas_bangunan,no_surat_izin,tanggal_surat_izin,penerbit_izin,sifat_izin,masa_berlaku_izin,status_penyelenggara,swasta,pentahapan_akreditasi,status_akreditasi,vvip,vip,kelas_i,kelas_ii,kelas_iii,ruang_icu,ruang_picu,ruang_nicu,ruang_hcu,ruang_iccu,tt_igd,tt_bayi_lahir,tt_kamar_bersalin,tt_ruang_operasi,tt_ruang_isolasi,spesialis_anak,spesialis_kandungan,spesialis_penyakit_dalam,spesialis_bedah,spesialis_radiologi,spesialis_rekam_medik,spesalis_anestesi,spesialis_jantung,speisalis_saraf,speisalis_paru,speisalis_mata,speisalis_tht,speisalis_patologi_klinik,speisalis_jiwa_psikiatri,speisalis_patologi_anatomi,speisalis_okupasi,speisalis_urologi,speisalis_orthopedi,speisalis_kulit_kelamin,speisalis_forensik,speisalis_psikiatri,speisalis_ofthalmologi,speisalis_lainnya,speisalis_bedah_jantung,speisalis_bedah_syaraf,speisalis_bedah_plastik,speisalis_bedah_anak,speisalis_bedah_tulang,dokter_sub_spesialis,dokter_umum,dokter_gigi,drg_spesialis_karang_gigi,drg_spesialis_bedah_mulut,drg_spesialis_anak,drg_spesialis_konservasi,drg_spesialis_gigi_tiruan,drg_spesialis_penyakit_mulut,drg_spesialis_periodonsia,drg_spesialis_radiologi,drg_spesialis_karang_lainnya,ners,perawat_gigi,perawat_bedah,perawat_kes_jiwa,perawat_maternitas,perawat_anak,perawat_komunitas,perawat_lainnya,bidan_pendidik,bidan_klinik,bidan_lainnya,apoteker,analis_farmasi,radiografer,radioterapis,elektromedis,teknisi_gigi,analis_kesehatan,refraksionis,rekam_medik,ortotik,teknisi_transfusi_darah,teknisi_kardiovaskular,epidemiologi,promkes,kesja,adm_kesehatan,biostatik,reproduksi,informasi_kesehatan,kesmas_lain,sanitasi,entomologi,mikrobiologi,kesling,nutrisionis,dietsien,fisioterapi,terapi_okupasi,terapi_wicara,akupunturis,progkes,pelaporan,adm_keuangan,teknologi_informasi,humas,hukum,perencanaan,pekarya,jamkes,perpustakaan,dosen,widyaiswara,psikologi,tenaga_non_kes,bor,los,toi,ndr,gdr,meja_operasi,mesin_anestesi,ventilator,inkubator,blue_light,usg,x_ray,ct_scan,mri,eeg,ekg,defibrilator,autoclav,ambulan,simrs,bank_darah,rawat_jalan,rawat_inap,igd,layanan_unggulan,tanggal_update
3273145, 17/10/2011,RSU Hermina Arcamanik,RSU,C,"dr. Tommy Joesoef .,MM","Jl. AH. Nasution KM.7 No. 50 , Antapani",Perusahaan,Kota Bandung,40291,022-87242525, 022- 7271771, arcamanik@herminahospitalgroup.com, 022- 7271771, www.herminahospitalgroup.com, 6675, 6230, HK.03.05/I/2302/2011, 15/09/2011,Kementerian Kesehatan RI,Tetap, 23 Februari 2017, Dinas Kesehatan Kota,Perusahaan,Akreditasi Internasional, Tingkat Paripurna, 7, 11, 14, 12, 16, 1, 1, 2, 4, 0, 0, 8, 0, 0, 6, 21, 14, 6, 3, 3, 3, 5, 2, 4, 1, 4, 5, 4, 1, 2, 0, 2, 1, 4, 0, 0, 0, 3, 1, 1, 0, 1, 1, 0, 8, 3, 0, 1, 1, 1, 1, 0, 0, 1, 0, 10, 3, 12, 0, 10, 16, 0, 120, 1, 20, 0, 1, 0, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 1, 0,, 0, 21, 2, 18, 1, 0, 0, 0, 1, 0, 0, 1, 104, 57.28, 3.15, 2.37, 0, 0, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, 100401, 4967, 20223, NICU/PICU, 21/03/2016
3273074, 19/03/2013,RSU St. Borromeus,RSU,B,"dr. Chandra Mulyono,SpS",Jl. Ir. H.Juanda No.100 Bandung,Organisasi Katholik,Kota Bandung,40135,022-2552000, 022-2504235, sekretaris@borromeus.com, 022-2552005, www.rsborromeus.com, 21635, 43619, 445/6968-Dinkes, 09/08/2012,Dinas Kesehatan Kota Bandung,Tetap,5 Tahun, Lainnya, Khatolik,Pentahapan III (16 Pelayanan), Lulus, 6, 70, 58, 98, 74, 10, 0, 8, 10, 0, 18, 20, 20, 6, 11, 2, 2, 5, 3, 3, 1, 1, 2, 3, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 396, 82.41, 4.79, 1.03, 0, 0, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, Ada-Berfungsi,, Tidak Ada, 289502, 24454, 47931," Saraf, Anak, Jantung", 17/03/2016
3273464, 17/03/2016,RSK Gigi dan Mulut FKG Univ.Pajajaran,RSK Gigi dan Mulut,A,"Dr. Alwin Kasim, drg.,SpBM",Jl. Sekeloa Selatan I Bandung,BUMN,Kota Bandung,40132,2533044, 2533043, rsgm.fkg@unpad.ac.id, -, -,1.010, 518, HK.02.03/I/1327/2015, 15/05/2015,Kementerian Kesehatan RI,Tetap,5 Tahun,-,-,-,, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 10, 11, 11, 6, 6, 6, 6, 0, 3, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0,, 0, 0, 0, 1, 0, 0, 29, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, Ada-Tidak Berfungsi, Ada-Berfungsi, Tidak Ada, Tidak Ada, Tidak Ada, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi,,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Tidak Ada, 41225, 0, 5877, special care dentistry, 17/03/2016
3273540, 31/07/2013,RSK Gigi dan Mulut Kota Bandung,RSK Gigi dan Mulut,C,"Drg. Hj. Rabaah Puspita Paramita, MM.",Jl. LLRE Martadinata 45 Bandung,Pemerintah Kota,Kota Bandung,40113,022 4234058, 022 4234058, rskgm.bandung@gmail.com, 022 4234058, rskgm@bandung.go.id, 1010, 31501125, 445/4401-disnkes/02-SI-RS/VI/2015, 25/06/2015,Dinas Kesehatan Kota Bandung,Perpanjang, 25 juni 2020, Pemda Kota,-,Pentahapan I ( 5 Pelayanan),, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 0, 0, 4, 3, 1, 0, 0, 0, 0, 0, 33, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 0, 1, 5, 1, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, Ada-Tidak Berfungsi, Ada-Tidak Berfungsi,, Tidak Ada, Tidak Ada, Tidak Ada, Ada-Berfungsi, Tidak Ada, Tidak Ada, Tidak Ada, Tidak Ada, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, 62455, 0, 223, Pelayanan Orthodontik dan Endodontik, 17/03/2016
3273026, 00/00/0000,RSU Sartika Asih,RSU,Belum ditetapkan,"dr. HISBULLOH HUDA, Sp.PD",Jl. Mooh. Toha No. 369 Bandung,Kepolisian Republik Indonesia,Kota Bandung,40255,022-5229544, 022-5229545, RSBSABandung@yahoo.co.id, -, http://rsbhayangkarabandung.com/, 8083, 5227, 445/7145-Dinkes/02-SIPRS/VIII/13, 26/08/2013,Pemerintah Kota Bandung,Sementara, 6 (Enam) Bulan, Dinas Kesehatan Kota,-,Pentahapan I ( 5 Pelayanan), Lulus, 0, 2, 12, 62, 20, 6, 0, 0, 0, 0, 0, 18, 15, 3, 8, 4, 1, 4, 1, 3, 2, 1, 0, 2, 1, 2, 2, 1, 1, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 115, 0, 0, 0, 8, 0, 5, 0, 0, 0, 9, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 63, 3, 2, 12, 20, Ada-Berfungsi, Ada-Berfungsi,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, 41091, 9705, 14201,, 16/03/2016
3273030, 30/12/2014,RSU Lanud Dr. M. Salamun,RSU,B,"dr. Bambang Setyo Gunadi, SpRad, MARS",Jl. Ciumbuleuit 203 Bandung,TNI AU,Kota Bandung,40142,022 2032090, 022-2031624, rsausalamun@gmail.com, -, rsausalamun.com, 39.545, 11.002.23, 445.1/Kep.80/I.25.b/IPRSU-B-BPPT/2012, 07/11/2012,BPPT,Perpanjang,5 Tahun, TNI AU, Yayasan,Pentahapan III (16 Pelayanan), Tingkat Paripurna, 1, 7, 27, 55, 91, 2, 0, 0, 9, 5, 9, 13, 3, 4, 11, 3, 4, 2, 4, 4, 2, 3, 2, 2, 1, 3, 1, 3, 3, 1, 1, 2, 3, 2, 0, 3, 0, 11, 0, 1, 1, 1, 2, 8, 22, 8, 0, 3, 0, 2, 1, 0, 1, 0, 0, 17, 5, 26, 10, 2, 16, 1, 129, 2, 16, 0, 5, 23, 9, 0, 2, 1, 17, 3, 8, 1, 5, 3, 1, 1, 1, 2, 1, 1, 3, 0, 1, 0, 0, 3, 4, 0, 8, 0, 0, 2,, 15, 39, 5, 6, 2, 1, 25, 0, 2, 0, 0, 1, 188, 79.47, 5, 2, 3, 0.73, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, 942, 150, 60, CT-SCAN, 10/03/2016
3273085, 24/02/2016,RSU Advent Bandung,RSU,B,dr Roy David Sarumpaet Sp. THT - KL.,Jl. Cihampelas 161 Bandung,Organisasi Sosial,Kota Bandung,40131,022-2034386, 022-4231247, medrec@rsadventbandung.com, 022-2034386-9, WWW.RSADVENTBANDUNG.COM, 17200," 31.099,94", 445.1/kep.14/I.25.b/IPRSU-B-BPPT/2014, 23/02/2014,BPPT Provinsi Jawa Barat,Tetap,5 Tahun, YAYASAN RSAB, Yayasan,Pentahapan III (16 Pelayanan), Tingkat Paripurna, 11, 61, 48, 64, 70, 5, 5, 6, 6, 3, 13, 8, 4, 5, 2, 9, 3, 3, 5, 2, 3, 2, 4, 4, 2, 4, 4, 2, 0, 2, 0, 3, 3, 4, 1, 3, 0, 2, 1, 3, 2, 2, 6, 31, 19, 2, 0, 1, 1, 1, 1, 1, 1, 0, 0, 335, 2, 0, 0, 0, 0, 0, 0, 0, 13, 0, 6, 3, 7, 0, 1, 0, 26, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 11, 14, 0, 0, 0,, 0, 26, 0, 0, 4, 0, 75, 0, 0, 0, 0, 1, 287, 55.63, 4.25, 3.38, 12.36, 25.09, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, 424, 161, 49," CATHLAB, HYPERBARIK", 24/02/2016
3273539, 30/11/2012,RSU Hermina Pasteur,RSU,C,dr. Ita Roswita MARS,"Jl. DR. Djundjunan No.107, Bandung",Swasta/Lainnya,Kota Bandung,40173,(022) 6072525, (022) 6037815, mr.rsiahpasteur@gmail.com, -, www.herminahospitalgroup.com, +4525," 6923,85", 445/KEP.51/I/IPPRS-BPPT/2012, 24/05/2012,BPPT,Tetap,5 Tahun, Pemda Propinsi,Perusahaan,Pentahapan II (12 Pelayanan), Tingkat Paripurna, 12, 15, 20, 13, 28, 1, 1, 4, 0, 0, 7, 16, 4, 4, 3, 29, 34, 4, 3, 3, 4, 6, 1, 1, 0, 3, 3, 1, 2, 2, 0, 0, 0, 3, 0, 1, 0, 4, 0, 0, 0, 0, 0, 24, 16, 12, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 63.26, 3.23, 1.85, 0, 0,,,,,,,, Tidak Ada, Tidak Ada,,,,,,, Tidak Ada, 353, 51, 42, IMD dan Perawatan metode Kangguru, 05/02/2016
3273405, 16/01/2013,RSUD Kota Bandung/Ujung Berung,RSU,C,"dr. Taat Tagore Diah Rangkuti, MKKK",Jl. Rumah Sakit 22 Ujungberung - Bandung,Pemerintah Kota,Kota Bandung,40612,022-7811794, 022-7809581, bersama.rsud@gmail.com, 08112001347, rsudkotabandung.web.id, 10.028, 11.224.6, 445/1010-DINKES/04-SI.RS/XI/2015, 24/11/2015,Dinas Kesehatan Kota Bandung,Tetap,  24 November 2015, Pemda Kota,-,Pentahapan II (12 Pelayanan), Lulus, 6, 8, 24, 63, 116, 8, 3, 7, 0, 0, 13, 11, 10, 5, 9, 4, 4, 3, 2, 1, 2, 2, 1, 2, 0, 3, 2, 2, 1, 1, 0, 1, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1, 3, 0, 22, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 39, 6, 1, 7, 0, 0, 0, 233, 2, 52, 0, 8, 37, 9, 0, 1, 0, 25, 0, 20, 0, 5, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 3, 1, 0, 0,, 0, 6, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 240, 70.89, 2.87, 1.25, 12.42, 21.88, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, 138541, 18601, 29758, REHABILITASI MEDIK, 28/01/2016
3273542, 28/04/2015,RSU Santosa Hospital Bandung Kopo,RSU,B,"dr. Tammy J. Sjarif, SH., MH.KES",JL. KH WAHID HASYIM (KOPO) NO. 461-463,Perorangan,Kota Bandung,40227,022-54280333, 022-54280365, customercarekopo@santosa-hospital.com, 022-54280333, www.santosa-hospital.com, 17695, 41311, 445.1/kep/01/I.25.b/IPRSU-B-BPMPT/2015, 08/01/2015,BPMPT,Tetap, 2020," DRS. YAHYA SANTOSO,",Negeri,-,, 2, 21, 26, 54, 73, 10, 2, 0, 8, 0, 14, 10, 4, 3, 1, 5, 6, 4, 5, 6, 2, 2, 2, 2, 2, 2, 4, 1, 1, 1, 0, 2, 4, 2, 0, 1, 2, 0, 1, 3, 0, 1, 0, 0, 15, 3, 0, 3, 1, 1, 0, 0, 0, 0, 0, 5, 0, 13, 0, 11, 0, 0, 80, 0, 0, 16, 13, 0, 7, 0, 5, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 3, 0, 1, 0,, 0, 44, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, 0, 0, 0,, 26/01/2016
3273052, 01/01/2015,RSU Immanuel Bandung,RSU,B,"dr. Bina Miguna.,MM-BAT",Jl. Kopo 161 Bandung,Organisasi Protestan,Kota Bandung,40234,022-5201656-72, 022-5224219, info@rsimmanuel.com, 022-5200358, www.rsimmanuel.com, 53.270," 24.377,21", 445.1 /kep.35/I.25.b/IPRSU-B-BPPT/2014, 27/03/2014,Dinas Kesehatan Kota Bandung,Perpanjang,5 Tahun, BPPT, Yayasan,Pentahapan III (16 Pelayanan), Lulus, 3, 29, 71, 90, 135, 9, 5, 7, 10, 5, 10, 25, 9, 6, 6, 8, 11, 14, 8, 2, 1, 6, 1, 7, 2, 6, 5, 3, 5, 3, 3, 4, 1, 7, 1, 0, 0, 0, 1, 3, 1, 1, 0, 0, 45, 4, 0, 4, 0, 3, 0, 0, 0, 0, 0, 116, 7, 0, 0, 0, 0, 0, 337, 0, 4, 38, 10, 1, 6, 0, 1, 0, 25, 1, 37, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 9, 1, 2, 0,, 0, 20, 12, 1, 1, 8, 11, 0, 1, 0, 0, 3, 366, 59, 3.18, 2.16, 0, 0, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, 20, 25, 40," CT-Scan, Bedah", 28/12/2015
3273176, 00/00/0000,Rumkit Tk IV Sariningsih Bandung,RSU,D,"dr. Muhammad Muad Marzuki,Sp.PD",Jl. LL RE Martadinata 9 Bandung,TNI AD,Kota Bandung,22,4204257, 4023755, rs.sariningsih@yahoo.co.id, -, -, 6534, -, 445/8344/DINKES/07-SPRS/IX/12, 25/09/2012,Dinas Kesehatan Kota Bandung,-,5 Tahun, TNI AD,-,Pentahapan I ( 5 Pelayanan),, 3, 6, 14, 41, 33, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 66, 0, 0, 0, 0,,,,,,,, Tidak Ada, Tidak Ada, Tidak Ada,,,,,, Tidak Ada, 0, 0, 0,, 24/12/2015
3273486, 21/12/2015,RSU Santosa Hospital Bandung Central,RSU,A,"dr. Fransiscus Sugiharto, MM","Jl. Kebon Jati No.38,Bandung",Swasta/Lainnya,Kota Bandung,40181,022-4248333, 022-4248111, Humas@santosa-hospital.com, 022- 4248333, www.santosa-hospital.com, 14.483, 38.728, 383/Menkes/SK/XII/2012, 07/11/2012,Kementerian Kesehatan RI,Tetap,5 Tahun, PT Sanbe Prakarsa,Perusahaan,Akreditasi Internasional, Lulus, 6, 56, 102, 48, 67, 12, 1, 9, 8, 10, 10, 11, 0, 0, 3, 7, 13, 9, 5, 7, 3, 23, 7, 6, 5, 6, 5, 3, 0, 3, 0, 5, 9, 6, 4, 3, 0, 0, 5, 9, 4, 7, 9, 62, 25, 2, 0, 3, 2, 2, 2, 0, 0, 0, 0, 56, 4, 0, 0, 0, 0, 0, 357, 0, 40, 0, 29, 88, 9, 0, 0, 0, 29, 2, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 6, 7, 8, 1, 2, 0,, 0, 6, 16, 1, 5, 0, 65, 2, 0, 0, 0, 2, 479, 59.5, 3.45, 2.37, 9.6, 15.95, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, 216128, 1505, 21765, Jantung dan Syaraf, 21/12/2015
3273420, 23/02/2013,RSU Al-Islam Bandung,RSU,B,"Dr. H. Sigit Gunarto, Sp.KFR",Jl. Soekarno. Hatta 644 Bandung,Organisasi Islam,Kota Bandung,40286,(022)7562046, (022)7500396, -, 022-7565588, www.rsalislam.com, -, -, 445.1/kep.81/I.25.b/IPRSU-B-BPPT/2012, 07/11/2012,BPPT Provinsi Jawa Barat,-, 07 November 2017, Lainnya, Islam,Pentahapan III (16 Pelayanan), Lulus, 0, 26, 48, 64, 57, 6, 1, 3, 10, 0, 0, 23, 0, 0, 5, 14, 8, 9, 4, 4, 3, 6, 5, 7, 2, 5, 5, 2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0,, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 84.97, 3.36, 0.61, 22, 36, Ada-Berfungsi,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, Ada-Berfungsi,,, 237909, 21563, 35193,, 01/07/2015
3273541, 07/04/2015,RS Harapan Bunda,RSIA,C,dr. Rengga Pradipta,"Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu",Swasta/Lainnya,Kota Bandung,40286,022-7506490, 022-7514712, rb_harbun@yahoo.co.id, 082232742278, www.harapanbunda.com, 2564, 1500, 445/498-Dinkes/01-SI-RS/I/2015, 26/01/2015,Dinas Kesehatan Kota Bandung,Sementara, 2016, PT. Sehat Sejahtera,Perusahaan,-,, 0, 1, 19, 7, 8, 0, 0, 0, 2, 0, 6, 5, 4, 2, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,,,,, Ada-Berfungsi,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Tidak Ada, 0, 0, 0,, 02/05/2015
3273453, 31/12/2013,RSK Ginjal NY RA Habibie,RSK Ginjal,C,dr.Qania Mufliani,Jl. Tubagus Ismail 46 Bandung,Organisasi Sosial,Kota Bandung,40134,"022-2501985, 87", 022-2501984, rskginjal@yahoo.com, 022-2501985, www.rskg.org, -, -, 445/819-Dinkes/02-SIPRS/I/2013, 28/01/2013,Dinas Kesehatan Kota Bandung,Sementara,  28 Januari 2014, Lainnya, Yayasan,Pentahapan I ( 5 Pelayanan), Lulus, 0, 0, 2, 2, 9, 0, 0, 0, 2, 0, 5, 0, 0, 1, 6, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 36, 0, 0, 0, 6, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 4, 0, 0, 1, 0, 18, 1, 0, 0, 0, 0, 0, 3.35, 2.21, 299.1, 0, 0, Ada-Berfungsi,,,, Ada-Berfungsi, Ada-Berfungsi,,,,, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi, Ada-Berfungsi,, Tidak Ada, 31700, 72, 1642, Hemodialisis, 28/03/2015
