KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.03 . 01 . 10 . 5 . 2 . 1,Belanja Pegawai,48640000,
1.20 . 1.20.03 . 01 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,1540795331,
1.20 . 1.20.03 . 01 . 11,Penyediaan barang cetakan dan penggandaan,3117895218,
1.20 . 1.20.03 . 01 . 11 . 5 . 2 . 1,Belanja Pegawai,66300000,
1.20 . 1.20.03 . 01 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,3051595218,
1.20 . 1.20.03 . 01 . 12,Penyediaan komponen instalasi listrik/penerangan bangunan kantor,190296000,
1.20 . 1.20.03 . 01 . 12 . 5 . 2 . 1,Belanja Pegawai,5900000,
1.20 . 1.20.03 . 01 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,184396000,
1.20 . 1.20.03 . 01 . 13,Penyediaan peralatan dan perlengkapan kantor,48583000,
1.20 . 1.20.03 . 01 . 13 . 5 . 2 . 1,Belanja Pegawai,1100000,
1.20 . 1.20.03 . 01 . 13 . 5 . 2 . 3,Belanja Modal,47483000,
1.20 . 1.20.03 . 01 . 14,Penyediaan peralatan rumah tangga,239400000,
1.20 . 1.20.03 . 01 . 14 . 5 . 2 . 1,Belanja Pegawai,1785000,
1.20 . 1.20.03 . 01 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,220800000,
1.20 . 1.20.03 . 01 . 14 . 5 . 2 . 3,Belanja Modal,16815000,
1.20 . 1.20.03 . 01 . 15,Penyediaan bahan bacaan dan peraturan perundang-undangan,1257530004,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 1,Belanja Pegawai,151000000,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,1093345004,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 3,Belanja Modal,13185000,
1.20 . 1.20.03 . 01 . 16,Penyediaan bahan logistik kantor,900000000,
1.20 . 1.20.03 . 01 . 16 . 5 . 2 . 1,Belanja Pegawai,15000000,
1.20 . 1.20.03 . 01 . 16 . 5 . 2 . 2,Belanja Barang dan Jasa,885000000,
1.20 . 1.20.03 . 01 . 17,Penyediaan makanan dan minuman,5851180000,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1,Belanja Pegawai,319850000,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,5531330000,
1.20 . 1.20.03 . 01 . 18,Rapat-rapat koordinasi dan konsultasi ke luar daerah,3940228417,
1.20 . 1.20.03 . 01 . 18 . 5 . 2 . 1,Belanja Pegawai,19000000,
1.20 . 1.20.03 . 01 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,3921228417,
1.20 . 1.20.03 . 01 . 19,Penyediaan Jasa Tenaga Pendukung Administrasi Perkantoran/Teknis Perkantoran,279000000,
1.20 . 1.20.03 . 01 . 19 . 5 . 2 . 1,Belanja Pegawai,4400000,
1.20 . 1.20.03 . 01 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,274600000,
1.20 . 1.20.03 . 01 . 20,Penyediaan Jasa Pengamanan Kantor,5790000000,
1.20 . 1.20.03 . 01 . 20 . 5 . 2 . 1,Belanja Pegawai,209950000,
1.20 . 1.20.03 . 01 . 20 . 5 . 2 . 2,Belanja Barang dan Jasa,5580050000,
1.20 . 1.20.03 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,100275194000,
1.20 . 1.20.03 . 02 . 03,Pembangunan gedung kantor,43120500000,
1.20 . 1.20.03 . 02 . 03 . 5 . 2 . 1,Belanja Pegawai,138050000,
1.20 . 1.20.03 . 02 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,934100000,
1.20 . 1.20.03 . 02 . 03 . 5 . 2 . 3,Belanja Modal,42048350000,
1.20 . 1.20.03 . 02 . 05,pengadaan Kendaraan dinas/operasional,2000000000,
1.20 . 1.20.03 . 02 . 05 . 5 . 2 . 3,Belanja Modal,2000000000,
1.20 . 1.20.03 . 02 . 06,Pengadaan perlengkapan rumah jabatan/dinas,3125000000,
1.20 . 1.20.03 . 02 . 06 . 5 . 2 . 1,Belanja Pegawai,187550000,
1.20 . 1.20.03 . 02 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,600000000,
1.20 . 1.20.03 . 02 . 06 . 5 . 2 . 3,Belanja Modal,2337450000,
1.20 . 1.20.03 . 02 . 10,Pengadaan mebeleur,182100000,
1.20 . 1.20.03 . 02 . 10 . 5 . 2 . 1,Belanja Pegawai,2200000,
1.20 . 1.20.03 . 02 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,47400000,
1.20 . 1.20.03 . 02 . 10 . 5 . 2 . 3,Belanja Modal,132500000,
1.20 . 1.20.03 . 02 . 12,Pengadaan Perlengkapan Peralatan Aparatur,9943794000,
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 1,Belanja Pegawai,224050000,
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,1636396000,
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 3,Belanja Modal,8083348000,
1.20 . 1.20.03 . 02 . 20,Pemeliharaan rutin/berkala rumah jabatan,3319300000,
1.20 . 1.20.03 . 02 . 20 . 5 . 2 . 1,Belanja Pegawai,258100000,
1.20 . 1.20.03 . 02 . 20 . 5 . 2 . 2,Belanja Barang dan Jasa,3061200000,
1.20 . 1.20.03 . 02 . 22,Pemeliharaan rutin/berkala gedung kantor,28431800000,
1.20 . 1.20.03 . 02 . 22 . 5 . 2 . 1,Belanja Pegawai,448800000,
1.20 . 1.20.03 . 02 . 22 . 5 . 2 . 2,Belanja Barang dan Jasa,27983000000,
1.20 . 1.20.03 . 02 . 23,Pemeliharaan rutin/berkala mobil jabatan,350000000,
1.20 . 1.20.03 . 02 . 23 . 5 . 2 . 1,Belanja Pegawai,5000000,
1.20 . 1.20.03 . 02 . 23 . 5 . 2 . 2,Belanja Barang dan Jasa,345000000,
1.20 . 1.20.03 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,5600000000,
1.20 . 1.20.03 . 02 . 24 . 5 . 2 . 1,Belanja Pegawai,243967600,
1.20 . 1.20.03 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,5356032400,
1.20 . 1.20.03 . 02 . 25,Pemeliharaan rutin/berkala perlengkapan rumah jabatan/dinas,725500000,
1.20 . 1.20.03 . 02 . 25 . 5 . 2 . 1,Belanja Pegawai,9500000,
1.20 . 1.20.03 . 02 . 25 . 5 . 2 . 2,Belanja Barang dan Jasa,716000000,
1.20 . 1.20.03 . 02 . 26,Pemeliharaan rutin/berkala perlengkapan gedung kantor,1125500000,
1.20 . 1.20.03 . 02 . 26 . 5 . 2 . 1,Belanja Pegawai,19500000,
1.20 . 1.20.03 . 02 . 26 . 5 . 2 . 2,Belanja Barang dan Jasa,1106000000,
1.20 . 1.20.03 . 02 . 38,Penataan Mekanical Electrical di lingkungan Balaikota dan Rumah Dinas/Jabatan,2351700000,
1.20 . 1.20.03 . 02 . 38 . 5 . 2 . 1,Belanja Pegawai,126000000,
1.20 . 1.20.03 . 02 . 38 . 5 . 2 . 2,Belanja Barang dan Jasa,393900000,
1.20 . 1.20.03 . 02 . 38 . 5 . 2 . 3,Belanja Modal,1831800000,
1.20 . 1.20.03 . 03,Program peningkatan disiplin aparatur,3494653750,
1.20 . 1.20.03 . 03 . 01,Pengadaan mesin/kartu absensi,30000000,
1.20 . 1.20.03 . 03 . 01 . 5 . 2 . 3,Belanja Modal,30000000,
1.20 . 1.20.03 . 03 . 02,Pengadaan pakaian dinas beserta perlengkapannya,2626740350,
1.20 . 1.20.03 . 03 . 02 . 5 . 2 . 1,Belanja Pegawai,47763750,
1.20 . 1.20.03 . 03 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,2578976600,
1.20 . 1.20.03 . 03 . 04,Pengadaan pakaian KORPRI,11250000,
1.20 . 1.20.03 . 03 . 04 . 5 . 2 . 1,Belanja Pegawai,1100000,
1.20 . 1.20.03 . 03 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,10150000,
1.20 . 1.20.03 . 03 . 05,Pengadaan pakaian khusus hari-hari tertentu,826663400,
1.20 . 1.20.03 . 03 . 05 . 5 . 2 . 1,Belanja Pegawai,15500000,
1.20 . 1.20.03 . 03 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,811163400,
1.20 . 1.20.03 . 05,Program Peningkatan Kapasitas Sumber Daya Aparatur,3421163385,
1.20 . 1.20.03 . 05 . 01,Pendidikan dan pelatihan formal,319825817,
1.20 . 1.20.03 . 05 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,319825817,
1.20 . 1.20.03 . 05 . 02,Sosialisasi peraturan perundang-undangan,10000000,
1.20 . 1.20.03 . 05 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,10000000,
1.20 . 1.20.03 . 05 . 03,Bimbingan teknis implementasi peraturan perundang-undangan,95000000,
1.20 . 1.20.03 . 05 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,95000000,
1.20 . 1.20.03 . 05 . 04,Pembinaan Kinerja Aparatur,2936987568,
1.20 . 1.20.03 . 05 . 04 . 5 . 2 . 1,Belanja Pegawai,30500000,
1.20 . 1.20.03 . 05 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,2906487568,
1.20 . 1.20.03 . 05 . 05,Seminar dan Lokakarya,59350000,
1.20 . 1.20.03 . 05 . 05 . 5 . 2 . 1,Belanja Pegawai,1100000,
1.20 . 1.20.03 . 05 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,58250000,
1.20 . 1.20.03 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,665210000,
1.20 . 1.20.03 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,310400000,
1.20 . 1.20.03 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,120400000,
1.20 . 1.20.03 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,190000000,
1.20 . 1.20.03 . 06 . 03,Penyusunan pelaporan prognosis realisasi anggaran,149760000,
1.20 . 1.20.03 . 06 . 03 . 5 . 2 . 1,Belanja Pegawai,67700000,
1.20 . 1.20.03 . 06 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,82060000,
1.20 . 1.20.03 . 06 . 04,penyusunan pelaporan keuangan akhir tahun,205050000,
1.20 . 1.20.03 . 06 . 04 . 5 . 2 . 1,Belanja Pegawai,79050000,
1.20 . 1.20.03 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,126000000,
1.15 . 1.20.03 . 15,Program penciptaan iklim usaha Usaha Kecil Menengah yang konduksif,953620000,
1.15 . 1.20.03 . 15 . 05,Pengkajian dampak regulasi/kebijakan nasional,603620000,
1.15 . 1.20.03 . 15 . 05 . 5 . 2 . 1,Belanja Pegawai,263770000,
1.15 . 1.20.03 . 15 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,339850000,
1.15 . 1.20.03 . 15 . 06,Perencanaan, koordinasi, dan pengembangan Usaha Kecil Menengah,350000000,
1.15 . 1.20.03 . 15 . 06 . 5 . 2 . 1,Belanja Pegawai,147800000,
1.15 . 1.20.03 . 15 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,202200000,
1.25 . 1.20.03 . 15,Program Pengembangan Komunikasi, Informasi dan Media Massa,1441695289,
1.25 . 1.20.03 . 15 . 02,Pembinaan dan Pengembangan Jaringan Komunikasi dan Informasi,563565289,
1.25 . 1.20.03 . 15 . 02 . 5 . 2 . 1,Belanja Pegawai,5000000,
1.25 . 1.20.03 . 15 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,458565289,
1.25 . 1.20.03 . 15 . 02 . 5 . 2 . 3,Belanja Modal,100000000,
1.25 . 1.20.03 . 15 . 03,Pembinaan dan pengembangan sumber daya komunikasi dan informasi,412430000,
1.25 . 1.20.03 . 15 . 03 . 5 . 2 . 1,Belanja Pegawai,254950000,
1.25 . 1.20.03 . 15 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,157480000,
1.25 . 1.20.03 . 15 . 04,Pengadaan alat studio dan komunikasi,465700000,
1.25 . 1.20.03 . 15 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,20000000,
1.25 . 1.20.03 . 15 . 04 . 5 . 2 . 3,Belanja Modal,445700000,
1.17 . 1.20.03 . 15,Program Pengembangan Nilai Budaya,871550000,
1.17 . 1.20.03 . 15 . 04,Pemantauan dan evaluasi pelaksanaan program pengembangan nilai budaya,871550000,
1.17 . 1.20.03 . 15 . 04 . 5 . 2 . 1,Belanja Pegawai,258800000,
1.17 . 1.20.03 . 15 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,612750000,
1.24 . 1.20.03 . 15,Program perbaikan sistem administrasi kearsipan,189480000,
1.24 . 1.20.03 . 15 . 01,Pembangunan data base informasi kearsipan,189480000,
1.24 . 1.20.03 . 15 . 01 . 5 . 2 . 1,Belanja Pegawai,123600000,
1.24 . 1.20.03 . 15 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,55880000,
1.24 . 1.20.03 . 15 . 01 . 5 . 2 . 3,Belanja Modal,10000000,
1.13 . 1.20.03 . 16,Program Pelayanan dan Rehabilitasi Kesejahteraan Sosial,830000000,
1.13 . 1.20.03 . 16 . 07,Peningkatan kualitas pelayanan sarana dan prasarana rehabilitasi kesejahteraan sosial bagi PMKS,300000000,
1.13 . 1.20.03 . 16 . 07 . 5 . 2 . 1,Belanja Pegawai,82700000,
1.13 . 1.20.03 . 16 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,217300000,
1.13 . 1.20.03 . 16 . 08,Penyusunan kebijakan pelayanan dan rehabilitasi sosial bagi Penyandang Masalah Kesejahteraan Sosial,250000000,
1.13 . 1.20.03 . 16 . 08 . 5 . 2 . 1,Belanja Pegawai,124700000,
1.13 . 1.20.03 . 16 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,125300000,
1.13 . 1.20.03 . 16 . 09,Koordinasi perumusan kebijakan dan sikronisasi pelaksanaan upaya-upaya penanggulangan kemiskinan dan penurunan kesenjangan,280000000,
1.13 . 1.20.03 . 16 . 09 . 5 . 2 . 1,Belanja Pegawai,109700000,
1.13 . 1.20.03 . 16 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,170300000,
1.20 . 1.20.03 . 16,Program peningkatan pelayanan kedinasan kepala daerah/wakil kepala daerah,3425102500,
1.20 . 1.20.03 . 16 . 02,Penerimaan kunjungan kerja pejabat negara/departemen/lembaga pemerintah non departemen/luar negeri,3049900000,
1.20 . 1.20.03 . 16 . 02 . 5 . 2 . 1,Belanja Pegawai,436100000,
1.20 . 1.20.03 . 16 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,2613800000,
1.20 . 1.20.03 . 16 . 06,Koordinasi dengan pemerintah pusat dan pemerintah daerah lainnya,375202500,
1.20 . 1.20.03 . 16 . 06 . 5 . 2 . 1,Belanja Pegawai,179280000,
1.20 . 1.20.03 . 16 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,195922500,
1.02 . 1.20.03 . 16,Program Upaya Kesehatan Masyarakat,700000000,
1.02 . 1.20.03 . 16 . 19,Pelaksanaan Kegiatan UKS Kota Bandung,700000000,
1.02 . 1.20.03 . 16 . 19 . 5 . 2 . 1,Belanja Pegawai,203900000,
1.02 . 1.20.03 . 16 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,496100000,
1.19 . 1.20.03 . 17,Program pengembangan wawasan kebangsaan,717292000,
1.19 . 1.20.03 . 17 . 01,Peningkatan toleransi dan kerukunan dalam kehidupan beragama,412372500,
1.19 . 1.20.03 . 17 . 01 . 5 . 2 . 1,Belanja Pegawai,123800000,
1.19 . 1.20.03 . 17 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,288572500,
1.19 . 1.20.03 . 17 . 02,Peningkatan rasa solidaritas dan ikatan sosial dikalangan masyarakat,304919500,
1.19 . 1.20.03 . 17 . 02 . 5 . 2 . 1,Belanja Pegawai,129400000,
1.19 . 1.20.03 . 17 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,175519500,
1.19 . 1.20.03 . 18,Program kemitraan pengembangan wawasan kebangsaan,500000000,
1.19 . 1.20.03 . 18 . 01,Fasilitasi pencapaian Halaqoh dan berbagai forum keagamaan lainnya dalam upaya peningkatan wawasan kebangsaan,500000000,
1.19 . 1.20.03 . 18 . 01 . 5 . 2 . 1,Belanja Pegawai,176550000,
1.19 . 1.20.03 . 18 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,323450000,
1.20 . 1.20.03 . 20,Program peningkatan sistem pengawasan internal dan pengendalian pelaksanaan kebijakan KDH,5297689243,
1.20 . 1.20.03 . 20 . 03,Pengendalian manajemen pelaksanaan kebijakan KDH,3603300000,
1.20 . 1.20.03 . 20 . 03 . 5 . 2 . 1,Belanja Pegawai,444300000,
1.20 . 1.20.03 . 20 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,3159000000,
1.20 . 1.20.03 . 20 . 09,Persiapan dan Penetapan Sertifikasi ISO 9001-2000,954539243,
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 1,Belanja Pegawai,38200000,
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,916339243,
1.20 . 1.20.03 . 20 . 10,Penyelesaian Reformasi Birokrasi,739850000,
1.20 . 1.20.03 . 20 . 10 . 5 . 2 . 1,Belanja Pegawai,104500000,
1.20 . 1.20.03 . 20 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,635350000,
2.07 . 1.20.03 . 21,Program Pengembangan Ekonomi Kreatif dan Teknopolis,1451866000,
2.07 . 1.20.03 . 21 . 06,Pengembangan Kapasitas Produk Industri Kreatif,1451866000,
2.07 . 1.20.03 . 21 . 06 . 5 . 2 . 1,Belanja Pegawai,292800000,
2.07 . 1.20.03 . 21 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,1159066000,
1.06 . 1.20.03 . 21,Program perencanaan pembangunan daerah,1805645980,
1.06 . 1.20.03 . 21 . 11,Koordinasi penyusunan Laporan Kinerja Pemerintah Daerah,621000000,
1.06 . 1.20.03 . 21 . 11 . 5 . 2 . 1,Belanja Pegawai,196200000,
1.06 . 1.20.03 . 21 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,424800000,
1.06 . 1.20.03 . 21 . 16,Penyusunan Renstra dan Renja SKPD,336195980,
1.06 . 1.20.03 . 21 . 16 . 5 . 2 . 1,Belanja Pegawai,101400000,
1.06 . 1.20.03 . 21 . 16 . 5 . 2 . 2,Belanja Barang dan Jasa,234795980,
1.06 . 1.20.03 . 21 . 19,Fasilitasi, Perencanaan dan Pertimbangan Kebijakan,848450000,
1.06 . 1.20.03 . 21 . 19 . 5 . 2 . 1,Belanja Pegawai,19740000,
1.06 . 1.20.03 . 21 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,828710000,
1.02 . 1.20.03 . 22,Program Pencegahan dan Penanggulangan Penyakit Menular,109000000,
1.02 . 1.20.03 . 22 . 10,Peningkatam komunikasi informasi dan edukasi (ide) pencegahan dan pemberantasan penyakit,109000000,
1.02 . 1.20.03 . 22 . 10 . 5 . 2 . 1,Belanja Pegawai,39150000,
1.02 . 1.20.03 . 22 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,69850000,
1.20 . 1.20.03 . 23,Program optimalisasi pemanfaatan teknologi informasi,735050000,
1.20 . 1.20.03 . 23 . 08,Bandung Integrated Resources Management System,735050000,
1.20 . 1.20.03 . 23 . 08 . 5 . 2 . 1,Belanja Pegawai,254500000,
1.20 . 1.20.03 . 23 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,480550000,
1.13 . 1.20.03 . 23,Program Sosial Keagamaan,2117218500,
1.13 . 1.20.03 . 23 . 03,Safari Ramadhan,266640000,
1.13 . 1.20.03 . 23 . 03 . 5 . 2 . 1,Belanja Pegawai,98750000,
1.13 . 1.20.03 . 23 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,167890000,
1.13 . 1.20.03 . 23 . 04,Pembinaan dan Penyuluhan Ormas Keagamaan,419966000,
1.13 . 1.20.03 . 23 . 04 . 5 . 2 . 1,Belanja Pegawai,145600000,
1.13 . 1.20.03 . 23 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,274366000,
1.13 . 1.20.03 . 23 . 08,Fasilitasi dan Pembinaan Guru Keagamaan,283100000,
1.13 . 1.20.03 . 23 . 08 . 5 . 2 . 1,Belanja Pegawai,126600000,
1.13 . 1.20.03 . 23 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,156500000,
1.13 . 1.20.03 . 23 . 09,Penyusunan Fasilitasi dan Pembinaan Masjid Pemerintah Kota Bandung,730000000,
1.13 . 1.20.03 . 23 . 09 . 5 . 2 . 1,Belanja Pegawai,305600000,
1.13 . 1.20.03 . 23 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,424400000,
1.13 . 1.20.03 . 23 . 10,Pengajian Umum bersama Masyarakat,83150000,
1.13 . 1.20.03 . 23 . 10 . 5 . 2 . 1,Belanja Pegawai,18250000,
1.13 . 1.20.03 . 23 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,64900000,
1.13 . 1.20.03 . 23 . 11,Kegiatan Satuan Kafilah Haji (Satkaf Haji),92500000,
1.13 . 1.20.03 . 23 . 11 . 5 . 2 . 1,Belanja Pegawai,72000000,
1.13 . 1.20.03 . 23 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,20500000,
1.13 . 1.20.03 . 23 . 12,Manajemen Masjid,116787500,
1.13 . 1.20.03 . 23 . 12 . 5 . 2 . 1,Belanja Pegawai,22950000,
1.13 . 1.20.03 . 23 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,93837500,
1.13 . 1.20.03 . 23 . 13,Pendidikan Khutbah Jumat,58287500,
1.13 . 1.20.03 . 23 . 13 . 5 . 2 . 1,Belanja Pegawai,13000000,
1.13 . 1.20.03 . 23 . 13 . 5 . 2 . 2,Belanja Barang dan Jasa,45287500,
1.13 . 1.20.03 . 23 . 14,Sosialisasi Wakaf  Produktif,66787500,
1.13 . 1.20.03 . 23 . 14 . 5 . 2 . 1,Belanja Pegawai,23000000,
1.13 . 1.20.03 . 23 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,43787500,
1.20 . 1.20.03 . 25,Program Peningkatan Kerjasama Antar Pemerintah Daerah,3818342500,
1.20 . 1.20.03 . 25 . 05,Peningkatan Kerjasama Sister City (Kota Sahabat),1922100000,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 1,Belanja Pegawai,267500000,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,1654600000,
1.20 . 1.20.03 . 25 . 08,Fasilitasi Penyelenggaraan Kerjasama Daerah dengan Pihak Ketiga,907542500,
1.20 . 1.20.03 . 25 . 08 . 5 . 2 . 1,Belanja Pegawai,318180000,
1.20 . 1.20.03 . 25 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,589362500,
1.20 . 1.20.03 . 25 . 09,Fasilitasi Asosiasi Pemerintah Kota Seluruh Indonesia (APEKSI),988700000,
1.20 . 1.20.03 . 25 . 09 . 5 . 2 . 1,Belanja Pegawai,323650000,
1.20 . 1.20.03 . 25 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,665050000,
1.20 . 1.20.03 . 26,Program Penataan Peraturan Perundang-Undangan,3195452714,
1.20 . 1.20.03 . 26 . 10,Evaluasi dan Penataan Ketatalaksanaan Perangkat Daerah,690552800,
1.20 . 1.20.03 . 26 . 10 . 5 . 2 . 1,Belanja Pegawai,240700000,
1.20 . 1.20.03 . 26 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,449852800,
1.20 . 1.20.03 . 26 . 11,Evaluasi dan Penataan Kelembagaan Perangkat Daerah,991222914,
1.20 . 1.20.03 . 26 . 11 . 5 . 2 . 1,Belanja Pegawai,116900000,
1.20 . 1.20.03 . 26 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,874322914,
1.20 . 1.20.03 . 26 . 13,Evaluasi Produk Hukum Daerah,305550000,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 1,Belanja Pegawai,186600000,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2,Belanja Barang dan Jasa,118950000,
1.20 . 1.20.03 . 26 . 14,Kajian peraturan perundang-undangan,725200000,
1.20 . 1.20.03 . 26 . 14 . 5 . 2 . 1,Belanja Pegawai,305900000,
1.20 . 1.20.03 . 26 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,419300000,
1.20 . 1.20.03 . 26 . 14,Penyusunan Rancangan Peraturan Perundang-undangan,482927000,
1.20 . 1.20.03 . 26 . 14 . 5 . 2 . 1,Belanja Pegawai,68100000,
1.20 . 1.20.03 . 26 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,414827000,
1.20 . 1.20.03 . 27,Program Penataan Daerah Otonomi Baru,147038000,
1.20 . 1.20.03 . 27 . 03,Fasilitasi percepatan penyelesaian tapal batas wilayah administrasi antar daerah,147038000,
1.20 . 1.20.03 . 27 . 03 . 5 . 2 . 1,Belanja Pegawai,43233000,
1.20 . 1.20.03 . 27 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,103805000,
1.20 . 1.20.03 . 28,Program Peningkatan Pengelolaan Administrasi Pelaksanan Kegiatan Fisik dan Non Fisik,1858107931,
1.20 . 1.20.03 . 28 . 01,Penyusunan Data Administrasi Kegiatan Fisik dan Non Fisik,519650000,
