KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.02.01 . 17 . 33 . 5 . 2 . 2,Belanja Barang dan Jasa,225000000,
1.02 . 1.02.01 . 19,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,19850000,
1.02 . 1.02.01 . 19 . 07,Promosi kesehatan dan kelurahan siaga aktif,205150000,
1.02 . 1.02.01 . 19 . 07 . 5 . 2 . 1,Belanja Pegawai,926942000,
1.02 . 1.02.01 . 19 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,926942000,
1.02 . 1.02.01 . 21,Program Pengembangan Lingkungan Sehat,43470000,
1.02 . 1.02.01 . 21 . 01,Pengkajian pengembangan lingkungan sehat,883472000,
1.02 . 1.02.01 . 21 . 01 . 5 . 2 . 1,Belanja Pegawai,2969205000,
1.02 . 1.02.01 . 21 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,2515725000,
1.02 . 1.02.01 . 21 . 01 . 5 . 2 . 3,Belanja Modal,273300000,
1.02 . 1.02.01 . 21 . 05,Kegiatan Sosialisasi Kawasan Tanpa Asap Rokok,1651375000,
1.02 . 1.02.01 . 21 . 05 . 5 . 2 . 1,Belanja Pegawai,591050000,
1.02 . 1.02.01 . 21 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,453480000,
1.02 . 1.02.01 . 22,Program Pencegahan dan Penanggulangan Penyakit Menular,16150000,
1.02 . 1.02.01 . 22 . 05,Pelayanan pencegahan dan penanggulangan penyakit menular,437330000,
1.02 . 1.02.01 . 22 . 05 . 5 . 2 . 1,Belanja Pegawai,788724600,
1.02 . 1.02.01 . 22 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,788724600,
1.02 . 1.02.01 . 23,Program Standarisasi Pelayanan Kesehatan,104425000,
1.02 . 1.02.01 . 23 . 01,Penyusunan standar pelayanan kesehatan,684299600,
1.02 . 1.02.01 . 23 . 01 . 5 . 2 . 1,Belanja Pegawai,966100000,
1.02 . 1.02.01 . 23 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,966100000,
1.02 . 1.02.01 . 25,Program pengadaan, peningkatan dan perbaikan sarana dan prasarana puskesmas/ puskemas pembantu dan jaringannya,69710000,
1.02 . 1.02.01 . 25 . 01,Pembangunan puskesmas,896390000,
1.02 . 1.02.01 . 25 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,28305954000,
1.02 . 1.02.01 . 25 . 01 . 5 . 2 . 3,Belanja Modal,16200000000,
1.02 . 1.02.01 . 25 . 07,Pengadaan sarana dan prasarana puskesmas,1053350000,
1.02 . 1.02.01 . 25 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,15146650000,
1.02 . 1.02.01 . 25 . 07 . 5 . 2 . 3,Belanja Modal,1300000000,
1.02 . 1.02.01 . 25 . 24,Rehabilitasi Puskesmas,20275000,
1.02 . 1.02.01 . 25 . 24 . 5 . 2 . 1,Belanja Pegawai,1279725000,
1.02 . 1.02.01 . 25 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,10805954000,
1.02 . 1.02.01 . 25 . 24 . 5 . 2 . 3,Belanja Modal,31600000,
1.02 . 1.02.01 . 28,Program kemitraan peningkatan pelayanan kesehatan,757649700,
1.02 . 1.02.01 . 28 . 06,Kemitraan pengobatan lanjutan bagi pasien rujukan,10016704300,
1.02 . 1.02.01 . 28 . 06 . 5 . 2 . 1,Belanja Pegawai,734000000,
1.02 . 1.02.01 . 28 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,734000000,
1.02 . 1.02.01 . 30,Program peningkatan pelayanan kesehatan lansia,48180000,
1.02 . 1.02.01 . 30 . 06,Pelayanan kesehatan,685820000,
1.02 . 1.02.01 . 30 . 06 . 5 . 2 . 1,Belanja Pegawai,257000000,
1.02 . 1.02.01 . 30 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,257000000,
1.02 . 1.02.01 . 31,Program pengawasan dan pengendalian kesehatan makanan,8775000,
1.02 . 1.02.01 . 31 . 03,Pengawasan dan pengendalian keamanan dan kesehatan makanan restaurant,248225000,
1.02 . 1.02.01 . 31 . 03 . 5 . 2 . 1,Belanja Pegawai,652075000,
1.02 . 1.02.01 . 31 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,652075000,
1.02 . 1.02.01 . 31 . 03 . 5 . 2 . 3,Belanja Modal,11275000,
1.02 . 1.02.01 . 34,Program pelayanan kesehatan dasar,448500000,
1.02 . 1.02.01 . 34 . 01,Pelayanan balita gizi buruk mendapat perawatan,192300000,
1.02 . 1.02.01 . 34 . 01 . 5 . 2 . 1,Belanja Pegawai,11885308120,
1.02 . 1.02.01 . 34 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,603982620,
1.02 . 1.02.01 . 34 . 02,Pelayanan penjaringan kesehatan siswa SD dan setingkat,78028000,
1.02 . 1.02.01 . 34 . 02 . 5 . 2 . 1,Belanja Pegawai,525954620,
1.02 . 1.02.01 . 34 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,484000000,
1.02 . 1.02.01 . 34 . 03,Pelayanan peserta KB aktif,10150000,
1.02 . 1.02.01 . 34 . 03 . 5 . 2 . 1,Belanja Pegawai,473850000,
1.02 . 1.02.01 . 34 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,45500000,
1.02 . 1.02.01 . 34 . 04,Penemuan dan penanganan Acute Flacid Paralysis (AFP) Rate per 100.000 penduduk < 15 tahun,1975000,
1.02 . 1.02.01 . 34 . 04 . 5 . 2 . 1,Belanja Pegawai,43525000,
1.02 . 1.02.01 . 34 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,344950000,
1.02 . 1.02.01 . 34 . 04 . 5 . 2 . 3,Belanja Modal,12100000,
1.02 . 1.02.01 . 34 . 05,Penemuan dan penanganan penderita pneumonia balita,226750000,
1.02 . 1.02.01 . 34 . 05 . 5 . 2 . 1,Belanja Pegawai,106100000,
1.02 . 1.02.01 . 34 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,60000000,
1.02 . 1.02.01 . 34 . 06,Penemuan dan penanganan pasien baru TB BTA positif,4150000,
1.02 . 1.02.01 . 34 . 06 . 5 . 2 . 1,Belanja Pegawai,55850000,
1.02 . 1.02.01 . 34 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,929098500,
1.02 . 1.02.01 . 34 . 06 . 5 . 2 . 3,Belanja Modal,53125000,
1.02 . 1.02.01 . 34 . 07,Pelayanan penderita DBD yang ditangani,779173500,
1.02 . 1.02.01 . 34 . 07 . 5 . 2 . 1,Belanja Pegawai,96800000,
1.02 . 1.02.01 . 34 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,1303200000,
1.02 . 1.02.01 . 34 . 08,Penemuan dan penanganan penderita diare,35100000,
1.02 . 1.02.01 . 34 . 08 . 5 . 2 . 1,Belanja Pegawai,1268100000,
1.02 . 1.02.01 . 34 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,47550000,
1.02 . 1.02.01 . 34 . 08 . 5 . 2 . 3,Belanja Modal,1950000,
1.02 . 1.02.01 . 34 . 09,Pelayanan kesehatan dasar masyarakat miskin,28600000,
1.02 . 1.02.01 . 34 . 09 . 5 . 2 . 1,Belanja Pegawai,17000000,
1.02 . 1.02.01 . 34 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,257640000,
1.02 . 1.02.01 . 34 . 09 . 5 . 2 . 3,Belanja Modal,8000000,
1.02 . 1.02.01 . 34 . 10,Pelayanan ibu hami K4,241640000,
1.02 . 1.02.01 . 34 . 10 . 5 . 2 . 1,Belanja Pegawai,8000000,
1.02 . 1.02.01 . 34 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,449600000,
1.02 . 1.02.01 . 34 . 11,Pelayanan komplikasi kebidanan yang ditangani,22250000,
1.02 . 1.02.01 . 34 . 11 . 5 . 2 . 1,Belanja Pegawai,427350000,
1.02 . 1.02.01 . 34 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,347410000,
1.02 . 1.02.01 . 34 . 12,Pelayanan pertolongan persalinan oleh tenaga kesehatan yang memiliki kompetensi kebidanan,19675000,
1.02 . 1.02.01 . 34 . 12 . 5 . 2 . 1,Belanja Pegawai,327735000,
1.02 . 1.02.01 . 34 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,1203665000,
1.02 . 1.02.01 . 34 . 13,Pelayanan nifas,11325000,
1.02 . 1.02.01 . 34 . 13 . 5 . 2 . 1,Belanja Pegawai,1192340000,
1.02 . 1.02.01 . 34 . 13 . 5 . 2 . 2,Belanja Barang dan Jasa,45500000,
1.02 . 1.02.01 . 34 . 14,Pelayanan neonatus dengan komplikasi yang ditangani,3050000,
1.02 . 1.02.01 . 34 . 14 . 5 . 2 . 1,Belanja Pegawai,42450000,
1.02 . 1.02.01 . 34 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,93750000,
1.02 . 1.02.01 . 34 . 14 . 5 . 2 . 3,Belanja Modal,1950000,
1.02 . 1.02.01 . 34 . 15,Pelayanan kunjungan bayi (umur 29 hari-11 bulan),32950000,
1.02 . 1.02.01 . 34 . 15 . 5 . 2 . 1,Belanja Pegawai,58850000,
1.02 . 1.02.01 . 34 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,78100000,
1.02 . 1.02.01 . 34 . 16,Pelayanan imunisasi dasar,3050000,
1.02 . 1.02.01 . 34 . 16 . 5 . 2 . 1,Belanja Pegawai,75050000,
1.02 . 1.02.01 . 34 . 16 . 5 . 2 . 2,Belanja Barang dan Jasa,4455341000,
1.02 . 1.02.01 . 34 . 16 . 5 . 2 . 3,Belanja Modal,48750000,
1.02 . 1.02.01 . 34 . 17,Pelayanan kesehatan anak balita,2311291000,
1.02 . 1.02.01 . 34 . 17 . 5 . 2 . 1,Belanja Pegawai,2095300000,
1.02 . 1.02.01 . 34 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,264000000,
1.02 . 1.02.01 . 34 . 17 . 5 . 2 . 3,Belanja Modal,11292000,
1.02 . 1.02.01 . 34 . 18,Pemberian makanan pendamping ASI pada anak usia 6-24 bulan keluarga miskin,201522000,
1.02 . 1.02.01 . 34 . 18 . 5 . 2 . 1,Belanja Pegawai,51186000,
1.02 . 1.02.01 . 34 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,547021000,
1.02 . 1.02.01 . 34 . 19,Pelayanan ibu hamil KEK,12300000,
1.02 . 1.02.01 . 34 . 19 . 5 . 2 . 1,Belanja Pegawai,534721000,
1.02 . 1.02.01 . 34 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,325000000,
1.02 . 1.02.01 . 35,Program pelayanan kesehatan rujukan,6950000,
1.02 . 1.02.01 . 35 . 01,Pelayanan kesehatan rujukan pasien masyarakat miskin,318050000,
1.02 . 1.02.01 . 35 . 01 . 5 . 2 . 1,Belanja Pegawai,74893304800,
1.02 . 1.02.01 . 35 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,74893304800,
1.02 . 1.02.01 . 36,Program perencanaan, pengembangan dan evaluasi pembangunan kesehatan,299315000,
1.02 . 1.02.01 . 36 . 01,Perencanaan pembangunan kesehatan,74593989800,
1.02 . 1.02.01 . 36 . 01 . 5 . 2 . 1,Belanja Pegawai,14319397326,
1.02 . 1.02.01 . 36 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,738979000,
1.02 . 1.02.01 . 36 . 02,Evaluasi dan pelaporan pembangunan kesehatan,72120000,
1.02 . 1.02.01 . 36 . 02 . 5 . 2 . 1,Belanja Pegawai,666859000,
1.02 . 1.02.01 . 36 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,422710000,
1.02 . 1.02.01 . 36 . 03,Pengembangan data dan informasi pembangunan kesehatan,63770000,
1.02 . 1.02.01 . 36 . 03 . 5 . 2 . 1,Belanja Pegawai,358940000,
1.02 . 1.02.01 . 36 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,13157708326,
1.02 . 1.02.01 . 36 . 03 . 5 . 2 . 3,Belanja Modal,178765000,
1.02 . 1.02.01 . 37,Program penyelidikan epidemiologi dan penanggulangan KLB,10321843326,
1.02 . 1.02.01 . 37 . 01,Penyelidikan epidemiologi dan penanggulangan KLB,2657100000,
1.02 . 1.02.01 . 37 . 01 . 5 . 2 . 1,Belanja Pegawai,647700000,
1.02 . 1.02.01 . 37 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,647700000,
1.02 . 1.02.01 . 37 . 01 . 5 . 2 . 3,Belanja Modal,16425000,
,,303900000,
,,327375000,
,SURPLUS / (DEFISIT),-317665111524,
