KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.20 . 02 . 07,Pengadaan perlengkapan gedung kantor,367984750,
1.20 . 1.20.20 . 02 . 07 . 5 . 2 . 3,Belanja Modal,367984750,
1.20 . 1.20.20 . 02 . 12,Pengadaan Perlengkapan Peralatan Aparatur,272800000,
1.20 . 1.20.20 . 02 . 12 . 5 . 2 . 1,Belanja Pegawai,2000000,
1.20 . 1.20.20 . 02 . 12 . 5 . 2 . 3,Belanja Modal,270800000,
1.20 . 1.20.20 . 02 . 22,Pemeliharaan rutin/berkala gedung kantor,1125050000,
1.20 . 1.20.20 . 02 . 22 . 5 . 2 . 1,Belanja Pegawai,9100000,
1.20 . 1.20.20 . 02 . 22 . 5 . 2 . 2,Belanja Barang dan Jasa,1115950000,
1.20 . 1.20.20 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,312000000,
1.20 . 1.20.20 . 02 . 24 . 5 . 2 . 1,Belanja Pegawai,8000000,
1.20 . 1.20.20 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,304000000,
1.20 . 1.20.20 . 02 . 42,Rehabilitasi sedang/berat gedung kantor,2285471250,
1.20 . 1.20.20 . 02 . 42 . 5 . 2 . 3,Belanja Modal,2285471250,
1.20 . 1.20.20 . 03,Program peningkatan disiplin aparatur,86450000,
1.20 . 1.20.20 . 03 . 02,Pengadaan pakaian dinas beserta perlengkapannya,33500000,
1.20 . 1.20.20 . 03 . 02 . 5 . 2 . 1,Belanja Pegawai,1050000,
1.20 . 1.20.20 . 03 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,32450000,
1.20 . 1.20.20 . 03 . 04,Pengadaan pakaian KORPRI,20450000,
1.20 . 1.20.20 . 03 . 04 . 5 . 2 . 1,Belanja Pegawai,1000000,
1.20 . 1.20.20 . 03 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,19450000,
1.20 . 1.20.20 . 03 . 05,Pengadaan pakaian khusus hari-hari tertentu,32500000,
1.20 . 1.20.20 . 03 . 05 . 5 . 2 . 1,Belanja Pegawai,1050000,
1.20 . 1.20.20 . 03 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,31450000,
1.20 . 1.20.20 . 05,Program Peningkatan Kapasitas Sumber Daya Aparatur,158000000,
1.20 . 1.20.20 . 05 . 04,Pembinaan Kinerja Aparatur,158000000,
1.20 . 1.20.20 . 05 . 04 . 5 . 2 . 1,Belanja Pegawai,13000000,
1.20 . 1.20.20 . 05 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,145000000,
1.20 . 1.20.20 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,57360000,
1.20 . 1.20.20 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,38000000,
1.20 . 1.20.20 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,25500000,
1.20 . 1.20.20 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,12500000,
1.20 . 1.20.20 . 06 . 02,Penyusunan pelaporan keuangan semesteran,6000000,
1.20 . 1.20.20 . 06 . 02 . 5 . 2 . 1,Belanja Pegawai,3900000,
1.20 . 1.20.20 . 06 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,2100000,
1.20 . 1.20.20 . 06 . 03,Penyusunan pelaporan prognosis realisasi anggaran,5676000,
1.20 . 1.20.20 . 06 . 03 . 5 . 2 . 1,Belanja Pegawai,3900000,
1.20 . 1.20.20 . 06 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,1776000,
1.20 . 1.20.20 . 06 . 04,penyusunan pelaporan keuangan akhir tahun,7684000,
1.20 . 1.20.20 . 06 . 04 . 5 . 2 . 1,Belanja Pegawai,5424000,
1.20 . 1.20.20 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,2260000,
1.06 . 1.20.20 . 21,Program perencanaan pembangunan daerah,32600000,
1.06 . 1.20.20 . 21 . 16,Penyusunan Renstra dan Renja SKPD,32600000,
1.06 . 1.20.20 . 21 . 16 . 5 . 2 . 1,Belanja Pegawai,21600000,
1.06 . 1.20.20 . 21 . 16 . 5 . 2 . 2,Belanja Barang dan Jasa,11000000,
1.22 . 1.20.20 . 22,Program Inovasi Pembangunan dan Pemberdayaan Kewilayahan,7414150000,
1.22 . 1.20.20 . 22 . 01,Fasilitasi Pemberdayaan lingkup RW,5614150000,
1.22 . 1.20.20 . 22 . 01 . 5 . 2 . 1,Belanja Pegawai,916550000,
1.22 . 1.20.20 . 22 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,4078100000,
1.22 . 1.20.20 . 22 . 01 . 5 . 2 . 3,Belanja Modal,619500000,
1.22 . 1.20.20 . 22 . 02,Fasilitasi Pemberdayaan lingkup PKK,600000000,
1.22 . 1.20.20 . 22 . 02 . 5 . 2 . 1,Belanja Pegawai,120300000,
1.22 . 1.20.20 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,420200000,
1.22 . 1.20.20 . 22 . 02 . 5 . 2 . 3,Belanja Modal,59500000,
1.22 . 1.20.20 . 22 . 03,Fasilitasi Pemberdayaan Lingkup Karang Taruna,600000000,
1.22 . 1.20.20 . 22 . 03 . 5 . 2 . 1,Belanja Pegawai,65000000,
1.22 . 1.20.20 . 22 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,480500000,
1.22 . 1.20.20 . 22 . 03 . 5 . 2 . 3,Belanja Modal,54500000,
1.22 . 1.20.20 . 22 . 04,Fasilitasi Pemberdayaan Lingkup LPM,600000000,
1.22 . 1.20.20 . 22 . 04 . 5 . 2 . 1,Belanja Pegawai,72000000,
1.22 . 1.20.20 . 22 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,498500000,
1.22 . 1.20.20 . 22 . 04 . 5 . 2 . 3,Belanja Modal,29500000,
1.20 . 1.20.20 . 30,Program Peningkatan Peran Kecamatan dan Kelurahan,5328475000,
1.20 . 1.20.20 . 30 . 01,Fasilitasi Peningkatan Perekonomian Masyarakat Kecamatan dan Kelurahan,90125000,
1.20 . 1.20.20 . 30 . 01 . 5 . 2 . 1,Belanja Pegawai,26850000,
1.20 . 1.20.20 . 30 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,63275000,
1.20 . 1.20.20 . 30 . 02,Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,584850000,
1.20 . 1.20.20 . 30 . 02 . 5 . 2 . 1,Belanja Pegawai,271700000,
1.20 . 1.20.20 . 30 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,313150000,
1.20 . 1.20.20 . 30 . 03,Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan,2777850000,
1.20 . 1.20.20 . 30 . 03 . 5 . 2 . 1,Belanja Pegawai,46050000,
1.20 . 1.20.20 . 30 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,2731800000,
1.20 . 1.20.20 . 30 . 04,Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan,1571250000,
1.20 . 1.20.20 . 30 . 04 . 5 . 2 . 1,Belanja Pegawai,80250000,
1.20 . 1.20.20 . 30 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,1491000000,
1.20 . 1.20.20 . 30 . 05,Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan,144500000,
1.20 . 1.20.20 . 30 . 05 . 5 . 2 . 1,Belanja Pegawai,74500000,
1.20 . 1.20.20 . 30 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,70000000,
1.20 . 1.20.20 . 30 . 07,Fasilitasi Peningkatan Pelayanan Kepada Masyarakat,159900000,
1.20 . 1.20.20 . 30 . 07 . 5 . 2 . 1,Belanja Pegawai,40600000,
1.20 . 1.20.20 . 30 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,119300000,
,SURPLUS / (DEFISIT),-24748950725,
