KODE REKENING,URAIAN, JUMLAH ,DASAR HUKUM
1.20 . 1.20.38 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,533720000,
1.20 . 1.20.38 . 02 . 05,pengadaan Kendaraan dinas/operasional,92200000,
1.20 . 1.20.38 . 02 . 05 . 5 . 2 . 3,Belanja Modal,92200000,
1.20 . 1.20.38 . 02 . 22,Pemeliharaan rutin/berkala gedung kantor,184600000,
1.20 . 1.20.38 . 02 . 22 . 5 . 2 . 2,Belanja Barang dan Jasa,184600000,
1.20 . 1.20.38 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,256920000,
1.20 . 1.20.38 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,256920000,
1.20 . 1.20.38 . 03,Program peningkatan disiplin aparatur,102000000,
1.20 . 1.20.38 . 03 . 05,Pengadaan pakaian khusus hari-hari tertentu,102000000,
1.20 . 1.20.38 . 03 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,102000000,
1.20 . 1.20.38 . 05,Program Peningkatan Kapasitas Sumber Daya Aparatur,154200000,
1.20 . 1.20.38 . 05 . 04,Pembinaan Kinerja Aparatur,154200000,
1.20 . 1.20.38 . 05 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,154200000,
1.20 . 1.20.38 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,70149500,
1.20 . 1.20.38 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,59474500,
1.20 . 1.20.38 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,22550000,
1.20 . 1.20.38 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,36924500,
1.20 . 1.20.38 . 06 . 02,Penyusunan pelaporan keuangan semesteran,6350000,
1.20 . 1.20.38 . 06 . 02 . 5 . 2 . 1,Belanja Pegawai,4850000,
1.20 . 1.20.38 . 06 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,1500000,
1.20 . 1.20.38 . 06 . 04,penyusunan pelaporan keuangan akhir tahun,4325000,
1.20 . 1.20.38 . 06 . 04 . 5 . 2 . 1,Belanja Pegawai,3425000,
1.20 . 1.20.38 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,900000,
1.22 . 1.20.38 . 22,Program Inovasi Pembangunan dan Pemberdayaan Kewilayahan,3700000000,
1.22 . 1.20.38 . 22 . 01,Fasilitasi Pemberdayaan Lingkup RW,2500000000,
1.22 . 1.20.38 . 22 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,2500000000,
1.22 . 1.20.38 . 22 . 02,Fasilitasi Pemberdayaan Lingkup PKK,400000000,
1.22 . 1.20.38 . 22 . 02 . 5 . 2 . 1,Belanja Pegawai,58800000,
1.22 . 1.20.38 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,341200000,
1.22 . 1.20.38 . 22 . 03,Fasilitasi Pemberdayaan Lingkup Karang Taruna,400000000,
1.22 . 1.20.38 . 22 . 03 . 5 . 2 . 1,Belanja Pegawai,55200000,
1.22 . 1.20.38 . 22 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,344800000,
1.22 . 1.20.38 . 22 . 04,Fasilitasi Pemberdayaan Lingkup LPM,400000000,
1.22 . 1.20.38 . 22 . 04 . 5 . 2 . 1,Belanja Pegawai,55200000,
1.22 . 1.20.38 . 22 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,344800000,
1.20 . 1.20.38 . 30,Program Peningkatan Peran Kecamatan dan Kelurahan,4982135000,
1.20 . 1.20.38 . 30 . 01,Fasilitasi Peningkatan Perekonomian Masyarakat Kecamatan dan Kelurahan,127950000,
1.20 . 1.20.38 . 30 . 01 . 5 . 2 . 1,Belanja Pegawai,28150000,
1.20 . 1.20.38 . 30 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,99800000,
1.20 . 1.20.38 . 30 . 02,Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,500610000,
1.20 . 1.20.38 . 30 . 02 . 5 . 2 . 1,Belanja Pegawai,194445000,
1.20 . 1.20.38 . 30 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,306165000,
1.20 . 1.20.38 . 30 . 03,Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan,2255485000,
1.20 . 1.20.38 . 30 . 03 . 5 . 2 . 1,Belanja Pegawai,48875000,
1.20 . 1.20.38 . 30 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,2206610000,
1.20 . 1.20.38 . 30 . 04,Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan,827355000,
1.20 . 1.20.38 . 30 . 04 . 5 . 2 . 1,Belanja Pegawai,36475000,
1.20 . 1.20.38 . 30 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,790880000,
1.20 . 1.20.38 . 30 . 05,Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan,1085035000,
1.20 . 1.20.38 . 30 . 05 . 5 . 2 . 1,Belanja Pegawai,89455000,
1.20 . 1.20.38 . 30 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,995580000,
1.20 . 1.20.38 . 30 . 07,Fasilitasi Peningkatan Pelayanan Kepada Masyarakat,185700000,
1.20 . 1.20.38 . 30 . 07 . 5 . 2 . 1,Belanja Pegawai,41075000,
1.20 . 1.20.38 . 30 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,144625000,
,SURPLUS / (DEFISIT),16277942685,
