KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.07 . 05 . 03,Bimbingan teknis implementasi peraturan perundang-undangan,300000000,
1.20 . 1.20.07 . 05 . 03 . 5 . 2 . 1,Belanja Pegawai,4000000,
1.20 . 1.20.07 . 05 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,296000000,
1.20 . 1.20.07 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,120000000,
1.20 . 1.20.07 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,60000000,
1.20 . 1.20.07 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,37175000,
1.20 . 1.20.07 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,22825000,
1.20 . 1.20.07 . 06 . 02,Penyusunan pelaporan keuangan semesteran,60000000,
1.20 . 1.20.07 . 06 . 02 . 5 . 2 . 1,Belanja Pegawai,30000000,
1.20 . 1.20.07 . 06 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,30000000,
1.20 . 1.20.07 . 20,Program peningkatan sistem pengawasan internal dan pengendalian pelaksanaan kebijakan KDH,12377204000,
1.20 . 1.20.07 . 20 . 01,Pelaksanaan pengawasan Internal secara berkala,6012760000,
1.20 . 1.20.07 . 20 . 01 . 5 . 2 . 1,Belanja Pegawai,5774640000,
1.20 . 1.20.07 . 20 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,238120000,
1.20 . 1.20.07 . 20 . 02,Penanganan kasus pengaduan di lingkungan pemerintah daerah,147900000,
1.20 . 1.20.07 . 20 . 02 . 5 . 2 . 1,Belanja Pegawai,131175000,
1.20 . 1.20.07 . 20 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,16725000,
1.20 . 1.20.07 . 20 . 03,Pengendalian manajemen pelaksanaan kebijakan KDH,673390000,
1.20 . 1.20.07 . 20 . 03 . 5 . 2 . 1,Belanja Pegawai,263800000,
1.20 . 1.20.07 . 20 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,409590000,
1.20 . 1.20.07 . 20 . 05,Inverisasi temuan pengawasan,213750000,
1.20 . 1.20.07 . 20 . 05 . 5 . 2 . 1,Belanja Pegawai,210500000,
1.20 . 1.20.07 . 20 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,3250000,
1.20 . 1.20.07 . 20 . 06,Tindak lanjut hasil temuan pengawasan,1827340000,
1.20 . 1.20.07 . 20 . 06 . 5 . 2 . 1,Belanja Pegawai,1474840000,
1.20 . 1.20.07 . 20 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,352500000,
1.20 . 1.20.07 . 20 . 07,Koordinasi pengawasan yang lebih komprehensif,467920000,
1.20 . 1.20.07 . 20 . 07 . 5 . 2 . 1,Belanja Pegawai,210420000,
1.20 . 1.20.07 . 20 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,257500000,
1.20 . 1.20.07 . 20 . 08,Evaluasi berkala temuan hasil pengawasan,2351344000,
1.20 . 1.20.07 . 20 . 08 . 5 . 2 . 1,Belanja Pegawai,1796344000,
1.20 . 1.20.07 . 20 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,555000000,
1.20 . 1.20.07 . 20 . 10,Penyelesaian Reformasi Birokrasi,682800000,
1.20 . 1.20.07 . 20 . 10 . 5 . 2 . 1,Belanja Pegawai,315000000,
1.20 . 1.20.07 . 20 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,367800000,
1.20 . 1.20.07 . 21,Program peningkatan profesionalisme tenaga pemeriksa dan aparatur pengawasan,770644097,
1.20 . 1.20.07 . 21 . 01,Pelatihan pengembangan tenaga pemeriksa dan aparatur pengawasan,410000000,
1.20 . 1.20.07 . 21 . 01 . 5 . 2 . 1,Belanja Pegawai,12000000,
1.20 . 1.20.07 . 21 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,398000000,
1.20 . 1.20.07 . 21 . 03,Pembinaan SDM Aparat Pengawasan Fungsional,288474600,
1.20 . 1.20.07 . 21 . 03 . 5 . 2 . 1,Belanja Pegawai,12000000,
1.20 . 1.20.07 . 21 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,276474600,
1.20 . 1.20.07 . 21 . 04,Penilaian Angka Kredit Jabatan Fungsional Auditor,72169497,
1.20 . 1.20.07 . 21 . 04 . 5 . 2 . 1,Belanja Pegawai,56000000,
1.20 . 1.20.07 . 21 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,16169497,
1.20 . 1.20.07 . 22,Program penataan dan penyempurnaan kebijakan sistem dan prosedur pengawasan,954700000,
1.20 . 1.20.07 . 22 . 02,Penyusunan kebijakan sistem dan prosedur pengawasan,954700000,
1.20 . 1.20.07 . 22 . 02 . 5 . 2 . 1,Belanja Pegawai,130700000,
1.20 . 1.20.07 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,824000000,
1.20 . 1.20.07 . 23,Program optimalisasi pemanfaatan teknologi informasi,207200000,
1.20 . 1.20.07 . 23 . 12,Pengembangan dan Pemeliharaan Sistem Informasi,207200000,
1.20 . 1.20.07 . 23 . 12 . 5 . 2 . 1,Belanja Pegawai,3150000,
1.20 . 1.20.07 . 23 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,204050000,
,SURPLUS / (DEFISIT),-28386572608,
