KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.18 . 06 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,420000,
1.20 . 1.20.18 . 06 . 04,penyusunan pelaporan keuangan akhir tahun,9835000,
1.20 . 1.20.18 . 06 . 04 . 5 . 2 . 1,Belanja Pegawai,7575000,
1.20 . 1.20.18 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,2260000,
1.22 . 1.20.18 . 22,Program Inovasi Pembangunan dan Pemberdayaan Kewilayahan,9712301000,
1.22 . 1.20.18 . 22 . 01,Fasilitasi Pemberdayaan Lingkup RW,8121501000,
1.22 . 1.20.18 . 22 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,8121501000,
1.22 . 1.20.18 . 22 . 02,Fasilitasi Pemberdayaan Lingkup PKK,535750000,
1.22 . 1.20.18 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,535750000,
1.22 . 1.20.18 . 22 . 03,Fasilitasi Pemberdayaan Lingkup Karang Taruna,534900000,
1.22 . 1.20.18 . 22 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,534900000,
1.22 . 1.20.18 . 22 . 04,Fasilitasi Pemberdayaan Lingkup LPM,520150000,
1.22 . 1.20.18 . 22 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,520150000,
1.20 . 1.20.18 . 30,Program Peningkatan Peran Kecamatan dan Kelurahan,7520509129,
1.20 . 1.20.18 . 30 . 01,Fasilitasi Peningkatan Perekonomian Masyarakat Kecamatan dan Kelurahan,110983000,
1.20 . 1.20.18 . 30 . 01 . 5 . 2 . 1,Belanja Pegawai,35875000,
1.20 . 1.20.18 . 30 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,75108000,
1.20 . 1.20.18 . 30 . 02,Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,766170000,
1.20 . 1.20.18 . 30 . 02 . 5 . 2 . 1,Belanja Pegawai,69175000,
1.20 . 1.20.18 . 30 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,696995000,
1.20 . 1.20.18 . 30 . 03,Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan,3007455129,
1.20 . 1.20.18 . 30 . 03 . 5 . 2 . 1,Belanja Pegawai,45625000,
1.20 . 1.20.18 . 30 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,2961830129,
1.20 . 1.20.18 . 30 . 04,Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan,302845000,
1.20 . 1.20.18 . 30 . 04 . 5 . 2 . 1,Belanja Pegawai,38130000,
1.20 . 1.20.18 . 30 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,264715000,
1.20 . 1.20.18 . 30 . 05,Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan,3131358000,
1.20 . 1.20.18 . 30 . 05 . 5 . 2 . 1,Belanja Pegawai,109325000,
1.20 . 1.20.18 . 30 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,3022033000,
1.20 . 1.20.18 . 30 . 07,Fasilitasi Peningkatan Pelayanan Kepada Masyarakat,201698000,
1.20 . 1.20.18 . 30 . 07 . 5 . 2 . 1,Belanja Pegawai,21525000,
1.20 . 1.20.18 . 30 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,180173000,
,SURPLUS / (DEFISIT),27426407389,
