KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.14 . 01 . 18,Rapat-rapat koordinasi dan konsultasi ke luar daerah,162000000,
1.20 . 1.20.14 . 01 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,162000000,
1.20 . 1.20.14 . 01 . 19,Penyediaan Jasa Tenaga Pendukung Administrasi Perkantoran/Teknis Perkantoran,175500000,
1.20 . 1.20.14 . 01 . 19 . 5 . 2 . 1,Belanja Pegawai,146400000,
1.20 . 1.20.14 . 01 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,29100000,
1.20 . 1.20.14 . 01 . 20,Penyediaan Jasa Pengamanan Kantor,140624880,
1.20 . 1.20.14 . 01 . 20 . 5 . 2 . 2,Belanja Barang dan Jasa,140624880,
1.20 . 1.20.14 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,1405582000,
1.20 . 1.20.14 . 02 . 05,pengadaan Kendaraan dinas/operasional,87000000,
1.20 . 1.20.14 . 02 . 05 . 5 . 2 . 1,Belanja Pegawai,2000000,
1.20 . 1.20.14 . 02 . 05 . 5 . 2 . 3,Belanja Modal,85000000,
1.20 . 1.20.14 . 02 . 10,Pengadaan mebeleur,81200000,
1.20 . 1.20.14 . 02 . 10 . 5 . 2 . 1,Belanja Pegawai,1200000,
1.20 . 1.20.14 . 02 . 10 . 5 . 2 . 3,Belanja Modal,383000000,
1.20 . 1.20.14 . 02 . 22,Pemeliharaan rutin/berkala gedung kantor,3000000,
1.20 . 1.20.14 . 02 . 22 . 5 . 2 . 1,Belanja Pegawai,380000000,
1.20 . 1.20.14 . 02 . 22 . 5 . 2 . 2,Belanja Barang dan Jasa,609382000,
1.20 . 1.20.14 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,609382000,
1.20 . 1.20.14 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,95000000,
1.20 . 1.20.14 . 02 . 29,Pemeliharaan rutin/berkala mebeleur,95000000,
1.20 . 1.20.14 . 02 . 29 . 5 . 2 . 2,Belanja Barang dan Jasa,150000000,
1.20 . 1.20.14 . 02 . 42,Rehabilitasi sedang/berat gedung kantor,150000000,
1.20 . 1.20.14 . 02 . 42 . 5 . 2 . 3,Belanja Modal,99900000,
1.20 . 1.20.14 . 03,Program peningkatan disiplin aparatur,44400000,
1.20 . 1.20.14 . 03 . 02,Pengadaan pakaian dinas beserta perlengkapannya,44400000,
1.20 . 1.20.14 . 03 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,55500000,
1.20 . 1.20.14 . 03 . 05,Pengadaan pakaian khusus hari-hari tertentu,55500000,
1.20 . 1.20.14 . 03 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,147200000,
1.20 . 1.20.14 . 05,Program Peningkatan Kapasitas Sumber Daya Aparatur,47900000,
1.20 . 1.20.14 . 05 . 02,Sosialisasi peraturan perundang-undangan,2300000,
1.20 . 1.20.14 . 05 . 02 . 5 . 2 . 1,Belanja Pegawai,45600000,
1.20 . 1.20.14 . 05 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,99300000,
1.20 . 1.20.14 . 05 . 04,Pembinaan Kinerja Aparatur,1500000,
1.20 . 1.20.14 . 05 . 04 . 5 . 2 . 1,Belanja Pegawai,97800000,
1.20 . 1.20.14 . 05 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,139171000,
1.20 . 1.20.14 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,14456000,
1.20 . 1.20.14 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,6456000,
1.20 . 1.20.14 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,8000000,
1.20 . 1.20.14 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,9700000,
1.20 . 1.20.14 . 06 . 02,Penyusunan pelaporan keuangan semesteran,4600000,
1.20 . 1.20.14 . 06 . 02 . 5 . 2 . 1,Belanja Pegawai,5100000,
1.20 . 1.20.14 . 06 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,14000000,
1.20 . 1.20.14 . 06 . 03,Penyusunan pelaporan prognosis realisasi anggaran,4600000,
1.20 . 1.20.14 . 06 . 03 . 5 . 2 . 1,Belanja Pegawai,9400000,
1.20 . 1.20.14 . 06 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,38815000,
1.20 . 1.20.14 . 06 . 04,penyusunan pelaporan keuangan akhir tahun,7230000,
1.20 . 1.20.14 . 06 . 04 . 5 . 2 . 1,Belanja Pegawai,31585000,
1.20 . 1.20.14 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,62200000,
1.20 . 1.20.14 . 06 . 05,Penyusunan profil dinas,2200000,
1.20 . 1.20.14 . 06 . 05 . 5 . 2 . 1,Belanja Pegawai,60000000,
1.20 . 1.20.14 . 06 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,7200000000,
1.22 . 1.20.14 . 22,Program Inovasi Pembangunan dan Pemberdayaan Kewilayahan,5400000000,
1.22 . 1.20.14 . 22 . 01,Fasilitasi Pemberdayaan Lingkup RW,2579300000,
1.22 . 1.20.14 . 22 . 01 . 5 . 2 . 1,Belanja Pegawai,2820700000,
1.22 . 1.20.14 . 22 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,600000000,
1.22 . 1.20.14 . 22 . 02,Fasilitasi Pemberdayaan Lingkup PKK,96600000,
1.22 . 1.20.14 . 22 . 02 . 5 . 2 . 1,Belanja Pegawai,503400000,
1.22 . 1.20.14 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,600000000,
1.22 . 1.20.14 . 22 . 03,Fasilitasi Pemberdayaan Lingkup Karang Taruna,78600000,
1.22 . 1.20.14 . 22 . 03 . 5 . 2 . 1,Belanja Pegawai,521400000,
1.22 . 1.20.14 . 22 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,600000000,
1.22 . 1.20.14 . 22 . 04,Fasilitasi Pemberdayaan Lingkup LPM,78600000,
1.22 . 1.20.14 . 22 . 04 . 5 . 2 . 1,Belanja Pegawai,521400000,
1.22 . 1.20.14 . 22 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,25000000,
1.20 . 1.20.14 . 23,Program optimalisasi pemanfaatan teknologi informasi,25000000,
1.20 . 1.20.14 . 23 . 12,Pengembangan dan Pemeliharaan Sistem Informasi,25000000,
1.20 . 1.20.14 . 23 . 12 . 5 . 2 . 3,Belanja Modal,5000592394,
1.20 . 1.20.14 . 30,Program Peningkatan Peran Kecamatan dan Kelurahan,291260000,
1.20 . 1.20.14 . 30 . 01,Fasilitasi Peningkatan Perekonomian Masyarakat Kecamatan dan Kelurahan,100650000,
1.20 . 1.20.14 . 30 . 01 . 5 . 2 . 1,Belanja Pegawai,190610000,
1.20 . 1.20.14 . 30 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,731335000,
1.20 . 1.20.14 . 30 . 02,Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,370650000,
1.20 . 1.20.14 . 30 . 02 . 5 . 2 . 1,Belanja Pegawai,360685000,
1.20 . 1.20.14 . 30 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,1021397394,
1.20 . 1.20.14 . 30 . 03,Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan,714550000,
1.20 . 1.20.14 . 30 . 03 . 5 . 2 . 1,Belanja Pegawai,306847394,
1.20 . 1.20.14 . 30 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,1145130000,
1.20 . 1.20.14 . 30 . 04,Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan,937200000,
1.20 . 1.20.14 . 30 . 04 . 5 . 2 . 1,Belanja Pegawai,207930000,
1.20 . 1.20.14 . 30 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,1465560000,
1.20 . 1.20.14 . 30 . 05,Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan,1252100000,
1.20 . 1.20.14 . 30 . 05 . 5 . 2 . 1,Belanja Pegawai,213460000,
1.20 . 1.20.14 . 30 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,345910000,
1.20 . 1.20.14 . 30 . 07,Fasilitasi Peningkatan Pelayanan Kepada Masyarakat,99550000,
1.20 . 1.20.14 . 30 . 07 . 5 . 2 . 1,Belanja Pegawai,246360000,
,SURPLUS / (DEFISIT),22380744989,
