jenis_peraturan,nomor_peraturan,tahun,judul_peraturan,dokumen_peraturan
Peraturan Walikota,752,2011,"PENETAPAN BENTUK ISI SURAT KETETAPAN RETRIBUSI DAERAH DAN DOKUMEN LAIN YANG DIPERSAMAKAN SERTA TATA CARA PEMBERIAN PENGURANGAN, KERINGANAN DAN PEMBEBASAN RETRIBUSI UNTUK PELAYANAN KESEHATAN DASAR YANG DISELENGGARAKAN OLEH UNIT PELAKSANA TEKNIS PADA DINAS KESEHATAN KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/Perwal No.725 Th.2011.pdf
Peraturan Walikota,631,2011,PERUBAHAN KETIGA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 067 TAHUN 2011 TENTANG PENJABARAN ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.631 Th.2011.pdf
Peraturan Walikota,573,2011,JENJANG NILAI PENGADAAN BARANG DAN/ATAU JASA BADAN LAYANAN UMUM DAERAH PADA RUMAH SAKIT UMUM DAERAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/perwal no.573 th.2011.pdf
Peraturan Walikota,571,2011,PEDOMAN TEKNIS PENGELOLAAN KEUANGAN BADAN LAYANAN UMUM DAERAH PADA RUMAH SAKIT UMUM DAERAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/perwal no.571 th.2011.pdf
Peraturan Walikota,547,2011,"PEMBENTUKAN, TUGAS POKOK, URAIAN TUGAS DAN TATA KERJA KEPALA TATA USAHA PADA SEKOLAH MENENGAH PERTAMA NEGERI, SEKOLAH MENENGAH ATAS NEGERI DAN SEKOLAH MENENGAH KEJURUAN NEGERI DI LINGKUNGAN PEMERINTAH KOTA BANDUNG","http://jdih.net/bandung/web/pdfperda/Perwal No.547 Th.2011 ttg Pembentukan TuPok, UrTug n TataKerja Ka.TU SMPN n SMKN.pdf"
Peraturan Walikota,543,2011,PERUBAHAN ATAS PERATURAN WALIOTA BANDUNG NOMOR 413 TAHUN 2010 TENTANG PEMBENTUKAN DAN SUSUNAN ORGANISASI UNIT PELASANA TEKNIS PADA LEMBAGA TEKNIS DAERAH DAN DINAS DAERAH. ,http://jdih.net/bandung/web/pdfperda/PerWal No.543 Th.2011.pdf
Peraturan Walikota,523,2011,PENYALURAN/PEMBERIAN DANA HIBAH KEPENDIDIKAN UNTUK SISWA DAN WARGA BELAJAR DI KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.523 Th.2011 ttg Juklak Dana Hibah Sekolah TA.2011.pdf
Peraturan Walikota,487,2011,RENCANA KERJA PEMBANGUNAN DAERAH (RKPD) KOTA BANDUNG TAHUN 2012,http://jdih.net/bandung/web/pdfperda/Perwal No.487 Th.2011 ttg RKPD Kota Bandung Th.2012.pdf
Peraturan Walikota,481,2011,"TATACARA PENERBITAN, PERPANJANGAN DAN REGISTRASI IZIN TEMPAT PENJUALAN MINUMAN BERALKOHOL (ITPMB)","http://jdih.net/bandung/web/pdfperda/Perwal No.481 Th.2011 ttg TataCara Penerbitan, Prpanjangn n Reg IPTMB.pdf"
Peraturan Walikota,415,2011,PEMBENTUKAN UNIT PELAKSANA TEKNIS LAYANAN PENGADAAN SECARA ELEKTRONIK (LPSE) KOTA BANDUNG Â– BANDUNG E Â– PROCUREMENT PADA BADAN PERENCANAAN PEMBANGUNAN DAERAH KOTA BANDUNG. ,http://jdih.net/bandung/web/pdfperda/perwal no.415 th.2011.pdf
Peraturan Walikota,380,2011,PETUNJUK PELAKSANAAN PENGALOKASIAN DAN PEMANFAATAN DANA HIBAH PERCEPATAN PEMBANGUNAN KELURAHAN BERMARTABAT KEPADA KELOMPOK KERJA BERMARTABAT MELALUI LEMBAGA PEMBERDAYAAN MASYARAKAT KELURAHAN DI KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/perwal No.380 Th.2011.pdf
Peraturan Walikota,376,2011,PERCEPATAN PENGANEKARAGAMAN KONSUMSI PANGAN BERBASIS SUMBER DAYA LOKAL,http://jdih.net/bandung/web/pdfperda/Perwal No.376 Th.2011 ttg Percepatan Penanekaragaman Konsumsi Pangan.pdf
Peraturan Walikota,337,2011,PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 067 TAHUN 2011 TENTANG PENJABARAN ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2011. ,http://jdih.net/bandung/web/pdfperda/Perwal No.337 Th.2011.pdf
Peraturan Walikota,332,2011,PENYALURAN PUPUK BERSUBSIDI UNTUK SEKTOR PERTANIAN DI KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/perwal no.322 th.2011.pdf
Peraturan Walikota,322,2011,PENYALURAN PUPUK BERSUBSIDI UNTUK SEKTOR PERTANIAN DI KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.322 Th.2011 ttg Penyaluran Pupuk Bersubsudi TA.2011.pdf
Peraturan Walikota,298,2011,KETENTUAN PEMBERIAN TUGAS BELAJAR DAN TUGAS BELAJAR MANDIRI BAGI PEGAWAI NEGERI SIPIL DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/Perwal No.298 Th.2011 ttg Ket.Pemb. Tugas Belajar bg PNS dLingk.PemKot Bdg.pdf
Peraturan Walikota,297,2011,KETENTUAN PEMBERIAN IZIN BELAJAR BAGI PEGAWAI NEGERI SIPIL DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/Perwal No.297 Th.2011 ttg Ket.Pemb. Izin Belajar bg PNS dLingk.PemKot Bdg.pdf
Peraturan Walikota,254,2011,PENYIMPAN DAN PENGURUS BARANG DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/Perwal No.254 Th.2011.pdf
Peraturan Walikota,252,2011,KODE ETIK AUDITOR DAN PENGAWAS PENYELENGGARAAN URUSAN PEMERINTAHAN DI DAERAH PADA INSPEKTORAT KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/PerWal No.252 Th.2011.pdf
Peraturan Walikota,251,2011,PETUNJUK TEKNIS PELAKSANAAN PENYALURAN/PEMBERIAN DANA HIBAH PROGRAM BAWAKU PANGAN (BANTUAN WALIKOTA KHUSUS BIDANG PANGAN) KEPADA RUMAH TANGGA SASARAN PENERIMA MANFAAT (RTSPM) TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.251 Th.2011 ttg JukNis Bawaku Pangan TA.2011.pdf
Peraturan Walikota,244,2011,PEMANFAATAN DANA HIBAH PELAYANAN KESEHATAN MASYARAKAT MISKIN DI KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.244 Th.2011.pdf
Peraturan Walikota,222,2011,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 067 TAHUN 2011 TENTANG PENJABARAN ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.222 Th.2011.pdf
Peraturan Walikota,193,2011,"RINCIAN TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/perwal no.193 th.2011.pdf
Peraturan Walikota,192,2011,"URAIAN TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA SATUAN ORGANISASI SEKRETARIAT DAERAH KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/perwal no.192 th.2011.pdf
Peraturan Walikota,191,2011,BELANJA SUBSIDI KEPADA PERUSAHAAN DAERAH KEBERSIHAN KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.191 Th.2011.pdf
Peraturan Walikota,190,2011,PETUNJUK PELAKSANAAN PENGELOLAAN BANTUAN OPERASIONAL SEKOLAH (BOS) KOTA BANDUNG PADA PENYELENGGARAAN PROGRAM SEKOLAH GRATIS TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.190 Th.2011.pdf
Peraturan Walikota,157,2011,"PENGANGKATAN, PEMINDAHAN DAN PEMBERHENTIAN KEPALA SEKOLAH DI KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/perwal No.157 Th.2011.pdf
Peraturan Walikota,144,2011,TATA CARA PEMBERIAN TAMBAHAN PENGHASILAN BAGI PEGAWAI NEGERI SIPIL DAERAH DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/Perwal No.144 Th.2011.pdf
Peraturan Walikota,108,2011,TATA CARA DAN STANDAR OPERASIONAL PROSEDUR PEMUNGUTAN PAJAK AIR TANAH,http://jdih.net/bandung/web/pdfperda/perwal No.108 Th.2011.pdf
Peraturan Walikota,107,2011,TATA CARA PENGHITUNGAN HARGA DASAR AIR SEBAGAI DASAR PENETAPAN NILAI PEROLEHAN AIR TANAH,http://jdih.net/bandung/web/pdfperda/Perwal No.107 Th.2011.pdf
Peraturan Walikota,106,2011,TATA CARA DAN STANDAR OPERASIONAL PROSEDUR PEMUNGUTAN BEA PEROLEHAN HAK ATAS TANAH DAN BANGUNAN,http://jdih.net/bandung/web/pdfperda/perwal No.106 Th.2011.pdf
Peraturan Walikota,102,2011,PROGRAM LEGISLASI DAERAH (PROLEGDA) TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.102 Th.2011.pdf
Peraturan Daerah,20,2011,.PAJAK DAERAH,http://jdih.net/bandung/web/pdfperda/PERDA No.20 Th.2011.pdf
Peraturan Daerah,19,2011,"KETENTUAN PELAYANAN PEMAKAMAN UMUM DAN PENGABUAN MAYAT, DAN RETRIBUSI PELAYANAN PEMAKAMAN DAN PENGABUAN MAYAT",http://jdih.net/bandung/web/pdfperda/PERDA No.19 Th.2011 ttg Ketentuan dan Retribusi Pelayanan Pemakaman dan Pengabuan mayat_rtf.pdf
Peraturan Daerah,18,2011,RENCANA TATA RUANG WILYAH KOTA BANDUNG TAHUN 2011-2031,http://jdih.net/bandung/web/pdfperda/PERDA No.18 Th.2011.pdf
Peraturan Daerah,17,2011,PERTANGGUNGJAWABAN PELAKSANAAN ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2010,http://jdih.net/bandung/web/pdfperda/PERDA No.17 Th.2011.pdf
Peraturan Daerah,16,2011,PELAYANAN PUBLIK,http://jdih.net/bandung/web/pdfperda/PERDA No.16 Th.2011.pdf
Peraturan Daerah,15,2011,PERUSAHAAN DAERAH BANK PERKREDITAN RAKYAT KOTA BANDUNG ,http://jdih.net/bandung/web/pdfperda/PERDA No.15 Th.2011 ttg PERUSAHAAN DAERAH BANK PERKREDITAN RAKYAT.pdf
Peraturan Daerah,14,2011,PERUSAHAAN DAAERAH KEBERSIHAN KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/PERDA No.14 Th.2011.pdf
Peraturan Daerah,13,2011,PERUBAHAN ANGGARAN PENDAPATAN DAN BELANJA TAHUN ANGGARAN 2011,-
Peraturan Daerah,12,2011,"PENYELENGGARAAN, RETRIBUSI IZIN MENDIRIKAN BANGUNAN DAN RETRIBUSI PENGGANTIAN BIAYA CETAK PETA",http://jdih.net/bandung/web/pdfperda/PERDA No.12 Th.2011.pdf
Peraturan Daerah,11,2011,PENGELOLAAN TANAH DAN BANGUNAN MILIK DAERAH,http://jdih.net/bandung/web/pdfperda/PERDA No.11 Th.2011.pdf
Peraturan Daerah,10,2011,PERUBAHAN ATAS PERATURAN DAERAH KOTA BANDUNG NOMOR 06 TAHUN 2009 TENTANG KEGIATAN PEMBANGUNAN STADION UTAMA SEPAK BOLA DALAM KONTRAK TAHUN JAMAK,http://jdih.net/bandung/web/pdfperda/PERDA No.10 Th.2011.pdf
Peraturan Daerah,9,2011,PENGELOLAAN SAMPAH,http://jdih.net/bandung/web/pdfperda/PERDA No.09 Th.2011.pdf
Peraturan Daerah,8,2011,PERUBAHAN ATAS PERATURAN DAERAH KOTA BANDUNG NOMOR 09 TAHUN 2009 TENTANG RENCANA PEMBANGUNAN JANGKA MENENGAH DAERAH (RPJMD) TAHUN 2009-2013,http://jdih.net/bandung/web/pdfperda/PERDA No.08 Th.2011.pdf
Peraturan Daerah,7,2011,PENGELOLAAN RUANG TERBUKA HIJAU,http://jdih.net/bandung/web/pdfperda/PERDA No.07 Th.2011.pdf
Peraturan Daerah,6,2011,"PENYELENGGARAAN, PERLINDUNGAN DAN PENGELOLAAN LINGKUNGAN HIDUP",http://jdih.net/bandung/web/pdfperda/PERDA No.06 Th.2011.pdf
Peraturan Daerah,5,2011,PENGELOLAAN SUMBER DAYA AIR,http://jdih.net/bandung/web/pdfperda/PERDA No.05 Th.2011.pdf
Peraturan Daerah,4,2011,PENATAAN DAN PEMBINAAN PEDAGANG KAKI LIMA,http://jdih.net/bandung/web/pdfperda/PERDA No.04 Th.2011.pdf
Peraturan Daerah,3,2011,PAJAK AIR TANAH,http://jdih.net/bandung/web/pdfperda/PERDA No.03 Th.2011.pdf
Peraturan Daerah,2,2011,BEA PEROLEHAN HAK ATAS TANAH DAN BANGUNAN,http://jdih.net/bandung/web/pdfperda/PERDA No.02 Th.2011.pdf
Peraturan Daerah,1,2011,ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/PERDA No.01 Th.2011.pdf
Peraturan Walikota,99,2011,PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 001 TAHUN 2010 TENTANG PROSEDUR DAN TATA CARA PENYELENGGARAAN ADMINISTRASI KEPENDUDUKAN,http://jdih.net/bandung/web/pdfperda/perwal no.099 th.2011.pdf
Peraturan Walikota,76,2011,"RINCIAN TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA RUMAH SAKIT KHUSUS IBU DAN ANAK KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/perwal No.076 Th.2011.pdf
Peraturan Walikota,75,2011,"RINCIAN TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA RUMAH SAKIT UMUM DAERAH KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/perwal No.075 Th.2011.pdf
Peraturan Walikota,67,2011,PENJABARAN ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/perwal no.067 th.2011.pdf
Peraturan Walikota,4,2011,PERUBAHAN KELIMA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 542 TAHUN 2008 TENTANG SISTEM DAN PROSEDUR PENGELOLAAN KEUANGAN DAERAH,http://jdih.net/bandung/web/pdfperda/Perwal no.004 tahun 2011.pdf
Peraturan Walikota,1,2011,PENYEDIAAN DANA PENDAHULUAN UNTUK BELANJA YANG BERSIFAT MENGIKAT DAN BELANJA YANG BERSIFAT WAJIB TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/Perwal No.001 Th.2011.pdf
Keputusan Walikota,421/KEP.391/DISDIK,2011, TIM SELEKSI PENGANGKATAN CALON KEPALA SEKOLAH,http://jdih.net/bandung/web/pdfperda/420.kep.521-DisDik-2011.pdf
Keputusan Walikota,421/KEP.392-DISDIK,2011, TIM PENILAIAN KINERJA KEPALA SEKOLAH,http://jdih.net/bandung/web/pdfperda/421.kep.391-Disdik-2011.pdf
Keputusan Walikota,420/KEP.146-DISDIK,2011, TIM MANAJEMEN BANTUAN OPERASIONAL SEKOLAH (BOS) KOTA BANDUNG TAHUN 2011,http://jdih.net/bandung/web/pdfperda/420.kep.146-DisDik-2011.pdf
Keputusan Walikota,420/KEP.199-DISDIK,2011," PENETAPAN PENERIMA BELANJA HIBAH BANTUAN OPERASIONAL SEKOLAH (BOS) UNTUK SEKOLAH DASAR, SEKOLAH DASAR LUAR BIASA, SEKOLAH MENENGAH PERTAMA, SEKOLAH MENENGAH PERTAMA LUAR BIASA SWASTA YANG BERSUMBER DARI ANGGARAN PENDAPATAN DAN BELANJA NEGARA TAHUN ANGGARAN 2011",http://jdih.net/bandung/web/pdfperda/420.Kep.199-DisDik-2011.pdf
Keputusan Walikota,420/KEP.274-DISDIK,2011, PENGUKUHAN DEWAN PENDIDIKAN KOTA BANDUNG PERIODE TAHUN 2011-2016,http://jdih.net/bandung/web/pdfperda/420.kep.247-DisDik-2011.pdf
Keputusan Walikota,420/KEP. 396-DISDIK,2011, PENETAPAN PENERIMA HIBAH KEPENDIDIKAN/BAWAKU PENDIDIKAN KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/420.kep.396-DisDik-2011.pdf
Keputusan Walikota,420/KEP.499-DISDIK,2011," PENETAPAN LOKASI DAN SUSUNAN PANITIA PENYELENGGARA UJIAN NASIONAL PROGRAM PAKET A/ULA, PROGRAM PAKET B/WUSTHA, PROGRAM PAKET C, DAN PROGRAM PAKET C KEJURUAN PERIODE I DI KOTA BANDUNG TAHUN 2011",http://jdih.net/bandung/web/pdfperda/420.Kep.499-Disdik-2011.pdf
Keputusan Walikota,420/KEP.521-DISDIK,2011,PENUNJUKAN PENGELOLA BANTUAN OPERASIONAL SEKOLAH (BOS) PROVINSI JAWA BARAT PADA JENJANG PENDIDIKAN DASAR DAN MENENGAH KOTA BANDUNG TAHUN ANGGARAN 2011.,http://jdih.net/bandung/web/pdfperda/420.kep.521-DisDik-2011.pdf
Keputusan Walikota,420/KEP.750-DISDIK,2011," PENETAPAN LOKASI DAN SUSUNAN PANITIA PENYELENGGARA UJIAN NASIONAL PROGRAM PAKET A/ULA, PROGRAM PAKET B/WUSTHA, PROGRAM PAKET C, DAN PROGRAM PAKET C KEJURUAN PERIODE II DI KOTA BANDUNG TAHUN 2011",http://jdih.net/bandung/web/pdfperda/420.kep.750-DisDik-2011.pdf
Keputusan Walikota,420/KEP. 900-DISDIK,2011, PENETAPAN PENERIMA HIBAH KEPENDIDIKAN/BAWAKU PENDIDIKAN KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/420.kep.900-disdik-2011.pdf
Keputusan Walikota,400/KEP.722-BPPKB,2011," PEMBENTUKAN PANITIA KESATUAN GERAK PEMBERDAYAAN DAN KESEJAHTERAAN KELUARGA (PKK), KELUARGA BERENCANA (KB) DAN KESEHATAN TINGKAT KOTA BANDUNG TAHUN 2011",http://jdih.net/bandung/web/pdfperda/400.kep.722-BKPPM-2011.pdf
Keputusan Walikota,300/KEP.187-BAG.HUK-HAM,2011, TIM PENATAAN DAN PENERTIBAN KAWASAN GASIBU,http://jdih.net/bandung/web/pdfperda/300.kep.187-Bag.Huk.HAM-2011.pdf
Keputusan Walikota,300/KEP.349-SATPOL.PP,2011, TIM KOORDINASI KEGIATAN KERJASAMA PENGEMBANGAN KEMAMPUAN APARAT SATUAN POLISI PAMONG PRAJA DALAM RANGKA MENCIPTAKAN KETENTRAMAN DAN KETERTIBAN UMUM DI KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/300.kep.349-Satpol.PP-2011.pdf
Keputusan Walikota,260/KEP.166-BPPKB,2011, PENGUKUHAN SUSUNAN PENGURUS GABUNGAN ORGANISASI WANITA KOTA BANDUNG PERIODE 2009-2014,http://jdih.net/bandung/web/pdfperda/260.kep.166-BPPKB-2011.pdf
Keputusan Walikota,260/KEP.408-BPPKB,2011, PENETAPAN KELURAHAN SUKAMULYA KECAMATAN CINAMBO SEBAGAI LOKASI BINAAN PROGRAM TERPADU PENINGKATAN PERANAN WANITA MENUJU KELUARGA SEHAT DAN SEJAHTERA (P2WKSS) KOTA,http://jdih.net/bandung/web/pdfperda/260.kep.408-BPPKB-2011.pdf
Keputusan Walikota,240/KEP. 280-DINSOS,2011, PEMBERIAN BELANJA HIBAH KEPADA KARANG TARUNA KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/240.kep.280-DinSos-2011.pdf
Keputusan Walikota,223/KEP.249-BKPPM,2011, TIM PENANGANAN JEMAAT AHMADIYAH INDONESIA DI KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/223.kep.249-BKPPM-2011.pdf
Keputusan Walikota,223/KEP. 526-BAG.KES.MAS,2011, PEMBERIAN BELANJA HIBAH KEPADA PIMPINAN CABANG MUSLIMAT NAHDLATUL ULAMA KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/223.kep.526-Bag.Kes.Mas-2011.pdf
Keputusan Walikota,188.342/KEP.152-BAPPEDA,2011,TIM KOORDINASI PENANGGULANGAN KEMISKINAN KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/kepwal No.188.342-kep.152-BAPPEDA-2011 ttg TIM KORDINASI PENANGGULANGAN KEMISKINAN.pdf
Keputusan Walikota,188/KEP.200-BAG.HUK-HAM,2011, TIM PUBLIKASI PERATURAN PERUNDANG-UNDANGAN KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/188.Kep.200-Bag.Huk-HAM-2011.pdf
Keputusan Walikota,183/KEP.080-BAG.HUK-HAM,2011, TIM PELAKSANA PENGUMPULAN DAN PENGOLAHAN DATA PENANGANAN PERKARA TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/183.kep.080-Bag.Huk.HAM-2011.pdf
Keputusan Walikota,180/KEP.077-BAG.HUK-HAM,2011, TIM ASISTENSI PENYUSUNAN RANCANGAN LEMBARAN KOTA DAN RANCANGAN PERATURAN DAERAH,http://jdih.net/bandung/web/pdfperda/180.kep.077-Bag.Huk-HAM-2011.pdf
