KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.22 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,3800000,
1.22 . 1.20.22 . 22,Program Inovasi Pembangunan dan Pemberdayaan Kewilayahan,5783800000,
1.22 . 1.20.22 . 22 . 01,Fasilitasi Pemberdayaan Lingkup RW,3983800000,
1.22 . 1.20.22 . 22 . 01 . 5 . 2 . 1,Belanja Pegawai,688600000,
1.22 . 1.20.22 . 22 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,3086750000,
1.22 . 1.20.22 . 22 . 01 . 5 . 2 . 3,Belanja Modal,208450000,
1.22 . 1.20.22 . 22 . 02,Fasilitasi Pemberdayaan Lingkup PKK,600000000,
1.22 . 1.20.22 . 22 . 02 . 5 . 2 . 1,Belanja Pegawai,80910000,
1.22 . 1.20.22 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,519090000,
1.22 . 1.20.22 . 22 . 03,Fasilitasi Pemberdayaan Lingkup Karang Taruna,600000000,
1.22 . 1.20.22 . 22 . 03 . 5 . 2 . 1,Belanja Pegawai,0,
1.22 . 1.20.22 . 22 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,600000000,
1.22 . 1.20.22 . 22 . 04,Fasilitasi Pemberdayaan Lingkup LPM,600000000,
1.22 . 1.20.22 . 22 . 04 . 5 . 2 . 1,Belanja Pegawai,30000000,
1.22 . 1.20.22 . 22 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,570000000,
1.20 . 1.20.22 . 23,Program optimalisasi pemanfaatan teknologi informasi,0,
1.20 . 1.20.22 . 23 . 12,Pengembangan dan Pemeliharaan Sistem Informasi,0,
1.20 . 1.20.22 . 23 . 12 . 5 . 2 . 3,Belanja Modal,0,
1.20 . 1.20.22 . 30,Program Peningkatan Peran Kecamatan dan Kelurahan,6095985000,
1.20 . 1.20.22 . 30 . 01,Fasilitasi Peningkatan Perekonomian Masyarakat Kecamatan dan Kelurahan,61950000,
1.20 . 1.20.22 . 30 . 01 . 5 . 2 . 1,Belanja Pegawai,16200000,
1.20 . 1.20.22 . 30 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,45750000,
1.20 . 1.20.22 . 30 . 02,Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,578750000,
1.20 . 1.20.22 . 30 . 02 . 5 . 2 . 1,Belanja Pegawai,203000000,
1.20 . 1.20.22 . 30 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,375750000,
1.20 . 1.20.22 . 30 . 03,Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan,3164630000,
1.20 . 1.20.22 . 30 . 03 . 5 . 2 . 1,Belanja Pegawai,2663470000,
1.20 . 1.20.22 . 30 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,501160000,
1.20 . 1.20.22 . 30 . 04,Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan,334170000,
1.20 . 1.20.22 . 30 . 04 . 5 . 2 . 1,Belanja Pegawai,220100000,
1.20 . 1.20.22 . 30 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,114070000,
1.20 . 1.20.22 . 30 . 05,Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan,1793285000,
1.20 . 1.20.22 . 30 . 05 . 5 . 2 . 1,Belanja Pegawai,1366600000,
1.20 . 1.20.22 . 30 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,66685000,
1.20 . 1.20.22 . 30 . 05 . 5 . 2 . 3,Belanja Modal,360000000,
1.20 . 1.20.22 . 30 . 07,Fasilitasi Peningkatan Pelayanan Kepada Masyarakat,163200000,
1.20 . 1.20.22 . 30 . 07 . 5 . 2 . 1,Belanja Pegawai,115450000,
1.20 . 1.20.22 . 30 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,47750000,
,SURPLUS / (DEFISIT),21569575625,
