id_site,nama_site,lokasi,kelurahan,kecamatan,nama_perusahaan,alamat_perusahaan_menara,latitude,longitude,type_menara,tower_height
1923,CIKADUT-BANDUNG,"JL. CISANGGARUNG, KP. BABAKAN BARU RT 03 RW 13, KEL.KARANG PAMULANG, KEC. CICADAS, KOTA BANDUNG, JAWA BARAT",Karang Pamulang,Mandalajati,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.890639,107.6815,GF (GreenField),30
1978,ANTAPANI-KIDUL,"JL. CIBODAS RAYA BELAKANG NO. 27 C RT.08 RW.15 KEL.ANTAPANI KIDUL KEC. CICADAS, BANDUNG",Antapani Kidul,Antapani,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.924556,107.664667,GF (GreenField),30
1961,HUSEIN,KOMP. AURI BANDARA HUSEIN JL. PADJADJARAN - BDG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90331,107.572,GF (GreenField),30
2076,ABD.-RAHMAN-SALEH-SUPADIO,"SMA_SMK ANGKS (LANUDHUSEINSASTRANGRA),JL. L.M.U.SUPADIONO. 22, LANUD HUSEIN SASTRA NEGARA - BANDUNG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.906469,107.583078,GF (GreenField),30
2031,PAJAJARAN,STADION PAJAJARAN (KONI JAWABARAT) JL. PAJAJARAN NO. 37A BANDUNG - JAWA BARAT,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9073,107.6013,GF (GreenField),50
1981,DAGO-GOLF,PLAN LAPANGAN GOLF DAGO ATAS NO. 78 BANDUNG,Dago,Coblong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.86863889,107.6240556,GF (GreenField),30
A968,CIUMBULEUIT--ATAS,"JL. KAMPUNG CIHANJAH NO. 45 RT 02 RW 10, KEL.CIUMBULEUIT, KEC CIDADAP, KOTA BANDUNG",Ciumbuleuit,Cidadap,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.85525,107.6117778,GF (GreenField),31
1908,CIDADAP,"JL. SETIABUDI KM 10 POLSEKTA CIDADAP, BANDUNG TENGAH",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.847,107.599,GF (GreenField),50
1962,CIUMBULEUIT,"JL. CIUMBULEUIT 179, RT. 01 RW. 07, KEL.CIUMBELUUIT, KEC. CIDADAP, KOTA BANDUNG",Ciumbuleuit,Cidadap,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.87089,107.605,GF (GreenField),50
2033,JUANDA-ITB,JL. GANECA 7 BDG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89422222,107.6096944,RT (Roof Top),15
1979,JUANDASURAPATI,JL. DIPATI UKUR NO. 26 RT 04/RW 08 KEL.LEBAK GEDE KEC. COBLONG BANDUNG,Lebak Gede,Coblong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89722222,107.6157222,RT (Roof Top),20
EJ84,NALENDRA-BANDUNG,HOTEL NALENDRA JL. CIHAMPELAS NO. 225 - 229 RT.6/02 KEL.CIPAGANTI KC.COBLONG KOTA BANDUNG,Cipaganti,Coblong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.8855,107.6041917,RT (Roof Top),31
1901,SILIWANGI,"JL. CIHEULANG BARU NO. 35, BANDUNG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.88636,107.619,GF (GreenField),70
1922,GEDEBAGE,JL. CIDURIAN BARU NO. 17A,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9405,107.655,GF (GreenField),30
A937,PINDAD-BANDUNG,"JL. TERUSAN PSM RT 07 RW 06, KEL.SUKAPURA, KEC KIARACONDONG, KOTA BANDUNGJAWA BARAT",Sukapura,Kiaracondong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.930916667,107.6530278,GF (GreenField),31
1924,HUT-KIARA-CONDONG,BALAI JASA KOMP.STASIUN KA KIARACONDONG JL. KIARA CONDONG BANDUNG,-,Kiaracondong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,0.0,0.0,GF (GreenField),50
1949,SIMPANG-KARAPITAN,JL. ACHMAD YANI NO. 10-12 BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9221,107.618,RT (Roof Top),12
1903,LENGKONG,"SURYA TJONG BUILDING, JL. GATOT SUBROTO NO. 245, BDG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92617,107.633,RT (Roof Top),15
1929,BUAH-BATU,JL. KLININGAN ASRI NO. 2 RT02/05 KEL.TURANGGA KEC.LENGKONG BDG,Turangga,Lengkong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.94244,107.628,GF (GreenField),30
1945,TLGBODAS/BURANGRANG,JL. BURANGRANG DALAM NO. 45,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92764,107.619,GF (GreenField),30
A927,KOMPLEK-POSTEL-BUBAT,JL. WESEL RT 06/RW 06 KOMP. POS DAN TELEKOMUNIKASI BUAHBATU - BANDUNG,-,Buahbatu,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.94011111,107.6217778,GF (GreenField),30
2077,DALEM-KAUM-BDG,"JL DALEM KAUM NO. 130A, RT 005 RW 009, KEL.CIKAWAO, KEC LENGKONG, KOTA BANDUNG JAWA BARAT",Cikawao,Lengkong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92336111,107.6105278,GF (GreenField),30
A929,MARGASENANG,"JL KENCANA WANGI UTARA I NO. 1 RT RW 17 KEL.MARGASENANG, KEC MARGACINTA, BANDUNG",Margasenang,Buahbatu,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.950472222,107.6522472,GF (GreenField),30
A918,CIDURIAN-SELATAN,JL CIPAGALO GIRANG RT 02 RW 03 KEL.MARGASARI KEC MARGACINTA BANDUNG,Margasari,Buahbatu,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.950166667,107.6476111,GF (GreenField),30
A926,KIARASARI-BANDUNG,JL. TERUSAN KIARACONDONG NO. 13 RT 04/RW 01 KEL.SEKEJATI KEC MARGA CINTA KOTA BANDUNG,Sekejati,Buahbatu,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.94761111,107.6420833,GF (GreenField),31
A950,GEDEBAGE-BANDUNG,"JL RAYA GEDEBAGE KEL.CISARANTEN KIDUL, KEC RANCASARI BANDUNG",Cisaranten Kidul,Gedebage,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9478,107.6886,GF (GreenField),30
A992,CISARANTEN-WETAN,"JL SOEKARNO. HATTA NO. 825 KEL.MEKAR MULIA, KEC RANCA SARI, KOTA BANDUNG, JAWA BARAT",Mekarmulya,Panyileukan,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93608333,107.6970833,GF (GreenField),30
1984,MARGAHAYU,JL. RANCA CILI KEL.DERWATI KEC. RANCASARI BANDUNG,Derwati,Rancasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.95842,107.678,GF (GreenField),70
A912,ARIA-GRAHA-BYPASS,"JL. PARAKANSAAT RT 01 RW 01 KEL.CIPAMOKOLAN, KEC RANCASARI KOTA BANDUNG, JAWA BARAT",Cipamokolan,Rancasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.939361111,107.6723333,GF (GreenField),70
1946,PUNGKUR,JL. OTO ISKANDAR DINATA NO. 419 KEL.PUNGKUR KEC.REGOL BANDUNG,Pungkur,Regol,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9286,107.604,RT (Roof Top),15
1904,REGOL,JL. KEMBAR TENGAH IV AND JL. H. AKSAM,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.941389,107.611,GF (GreenField),30
1997,PASIR-KALIKI,JL. SUKAJADI (FUJI IMAGE PLAZA) CIBARENGKOK-BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89552,107.59591,RT (Roof Top),15
1988,SETIABUDI,"JL. SETIABUDI NO. 170A, CIDADAP HEGARMANAH BANDUNG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.87259,107.595,RT (Roof Top),15
1928,SUKAJADI,HOTEL SUKAJADI JL. SUKAJADI NO. 174-176 BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.88547,107.597,RT (Roof Top),15
1907,SUKASARI,RADIO OZ JL. SETRA SARI 2 NO. 14,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.875833333,107.58799,GF (GreenField),30
A947,SUKASARI,JL SARI ASIH IV NO. 16 KAMP CIJEROKASO RT 07/RW 10 KEL.SARIJADI KEC SUKASARI KOTA BANDUNG,Sarijadi,Sukasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.87408333,107.57625,GF (GreenField),30
1912,POLWILTABES,"POLWILTABES BANDUNG, JL. MERDEKA BANDUNG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.91417,107.612,GF (GreenField),30
1944,KEMUNING,BANK BUKOPIN OFFICE JL. R.E MARTADINATA NO. 142,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.912278,107.628,GF (GreenField),30
2107,ERMAWAR,JL. MENADO NO. 8 BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.912528,107.620417,GF (GreenField),30
2141,SINDANG-JAYA,"PUSLITBANG PRASARANA TRANSPORTASI< JL AH NASUTION (RAYA TIMUR) NO. 264 UJUNG BERUNG KOTA BANDUNG, PROP JAWA BARAT",-,Ujungberung,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90775,107.6866389,GF (GreenField),30
A953,ARCAMANIK,"JL. PURI AYU II ARCAMANIK,KEL.SUKAMISKIN,KEC.ARCAMANIK KOTA BANDUNG - JAWA BARAT",Sukamiskin,Arcamanik,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92233,107.67603,GF (GreenField),30
A960,PANGEHGAR-PERMAI,"JL. RUMAH SAKIT , KAMP CINAMBO RT.05/08 KEL.UJUNG BERUNG KEC. UJUNG BERUNG BANDUNG",Ujungberung,Ujungberung,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92225,107.6974444,GF (GreenField),30
A942,SENAM-INDAH-SUKAMISKIN,"JL TERUSAN JAKARTA NO. 280 KEL.SUKAMISKIN, ARCAMANIK, BANDUNG JAWA BARAT",Sukamiskin,Arcamanik,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9156,107.6675,GF (GreenField),30
1919,UJUNG-BERUNG,GG. KALIMAS / KAUM KIDUL RT02/04 UJUNG BERUNG,-,Ujungberung,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.91483,107.701,GF (GreenField),50
JBCH008,CIBABAT,JL. BUNISUGIH RT. 03 RW. 04 KEL.SUKARAJA KEC. CICENDO KOTA BANDUNG,Sukaraja,Cicendo,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.88904,107.5584,GF (GreenField),32
JBKB059,MEKAR-MULYA,"JL. SOEKARNO. HATTA KM. 13,8 ESTATE B-17 KEL.CISARANTEN WETAN KEC. RANCASARI KOTA BANDUNG",Cisaranten Wetan,Cinambo,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9355,107.6995,GF (GreenField),36
JBKB084,BANDARA-HUSEIN,JL. BOING KOMPLEK TNI AU SUKARAJA KOTA BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89499,107.57306,GF (GreenField),36
JBKB027,SEMPURNA,"AJENDAM III SILIWANGI
JL. BOSCHA NO. 4 KEL.PASTEUR KEC. SUKAJADI",Pasteur,Sukajadi,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89057,107.60092,GF (GreenField),36
JBKB040,CIMBEULEUIT-/-GN-KENCANA,JL. CIUMBULEUIT NO. 179 RT.01/RW 07 KEL.CIUMBULEUIT KEC CIDADAP KOTA BANDUNG,Ciumbuleuit,Cidadap,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.87053,107.60541,GF (GreenField),36
JBKB023,SANINTEN-/-PUSSENIF,JL. SUPRATMAN NO. 60,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90558,107.63112,GF (GreenField),36
JBKB015,PUSKOPAD-AD,JL. KALIMANTAN NO. 12 KEL.SUMUR BANDUNG KEC. MERDEKA BANDUNG,Merdeka,Sumur Bandung,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.91337,107.6156,GF (GreenField),36
JBKB024,HASAN-SADIKIN,"JL. PASIR KALIKI (HOS COKRO AMINO. TO) NO. 237 RT. 002/011 KEL.SUKABUNGA, SUKAJADI BANDUNG 40162",Sukabungah,Sukajadi,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.897327,107.597103,GF (GreenField),36
JBBD046,GEGERKALONG,JL. GEGER KALONG GIRANG RT. 05 RW. 06 KEL.ISOLA KEC SUKASARI KOTA BANDUNG,Isola,Sukasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.86205,107.58442,GF (GreenField),36
JBKB087,UPI,JL. KAPT. ABDUL HAMID NO. 145 RT 003 RW 01 KEL.LEDENG KEC. CIDADAP KOTA BANDUNG,Ledeng,Cidadap,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.8661,107.59703,GF (GreenField),36
JBKB006,CIBADAK,"JL. CIBADAK, GG. NYI EMPOK NO. 1 - BANDUNG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92174,107.59381,GF (GreenField),36
JBKB008,PASIR-KOJA,JL. TERUSAN PASIR KOJA 195 KOTA BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92616,107.58829,GF (GreenField),36
JBBD022,MENGGER,JL. TERS. SURATMI KAMPUNG MENGGER RT. 03/02 KEL.MENGGER KEC. BANDUNG KIDUL KAB. BANDUNG (40287).,Mengger,Bandung Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.95706,107.62264,GF (GreenField),42
JBBD011,CIBOLERANG,JL. CIBOLERANG BARAT RT.04 RW.01 KEL.CIGONDEWAH RAHAYU KEC. BANDUNG KULON KOTA BANDUNG,Cigondewah Rahayu,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.951256,107.56596,GF (GreenField),42
JBKB057,KOMPLEKS-ANGKASA-MEKAR,JL. CIPARAY TENGAH NO. 1 RT.05 RW.01 KEL.CIBADUYUT KIDUL KEC. BOJONGLOA KIDUL KOTA BANDUNG,Cibaduyut Kidul,Bojongloa Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.96207,107.59291,GF (GreenField),42
JBBD030,PASIR-LAYUNG,JL. PADASUKA GG.DONGDAK RT.05 RW.01 KEL.PASIR LAYUNG KEC.CIBEUNYING KOTA BANDUNG,Pasir Layung,Cibeunying Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.88764,107.66123,GF (GreenField),42
JBBD010,GEMPOL-ASRI,JL. JATI GEMPOL SARI RT.07 RW.09 KEL.GEMPOL SARI KEC. BANDUNG KULON KOTA BANDUNG,Gempol Sari,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93449,107.55415,GF (GreenField),42
JBKB061,GEDE-BAGE,JL. GEDE BAGE SELATAN NO. 167 KEL.RANCA BOLANG KEC. GEDE BAGE KAB. BANDUNG,Ranca Bolang,Gedebage,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.95372,107.68692,GF (GreenField),42
JBKB041,DELTA,JL. RANCA KENDAL  I B  KEL.CIGADUNG KEC. CIBEUNYING  BANDUNG,Cigadung,Cibeunying Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.87574,107.62793,GF (GreenField),42
JBKB080,PASIR-IMPUN,"JL. PASIR IMPUN RT01/RW12,DS. KARANG PAMULANG, KEC, CICADAS,BANDUNG, JAWA BARAT",Karang Pamulang,Mandalajati,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89659,107.67617,GF (GreenField),42
JBBD019,CIGIRINGSING,"CIGIRINGSING WETAN RT 01 RW 19 DESA GIRI MEKAR, CILENGKRANG",Giri Mekar,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.897611,107.692194,GF (GreenField),42
JBKB045,CISARANTEN-WETAN,"JL. GOLF UJUNG BERUNG CISARANTEN WETAN, KEL.CISARANTEN WETAN, KEC.CINAMBO KOTA BANDUNG 40293",Cisaranten Wetan,Cinambo,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92155,107.68783,GF (GreenField),42
JBKB068,MEKAR-WANGI,JL. PASIR MUNCANG DAGO ATAS RT 02/08 DESA MEKAR WANGI KEC. LEMBANG KAB. BANDUNG (40135).,Mekarwangi,Bojongloa Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.85392,107.62395,GF (GreenField),42
JBKB077,NEGLASARI,"JL. PALEDANG III RT 04 RW 06, KEL.PASSANGGRAHAN, KEC. UJUNG BERUNG BANDUNG 40617",Pasanggrahan,Ujungberung,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9118,107.7119,GF (GreenField),42
JBKB051,MARGA-SENANG,JL. CIWASTRA RT. 04 RW. 01 KEL.MARGASENANG KEC. MARGACINTA KOTA BANDUNG,Margasenang,Buahbatu,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.95865,107.65773,GF (GreenField),42
JBKB072,BATURADEN,PERUM PASIR POGOR JL. BANYU BIRU BLOK A RT 002 RW 010 KEL.MARGASENANG KEC.RANCASARI KOTA BANDUNG,Margasenang,Rancasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.96413,107.6656,GF (GreenField),42
JBKB067,JATI-INDAH/CIKOANG,JL. CIKOANG KIDUL RT 04 RW 04 KEL.PASIR JATI ENDAH KEC. CILENGKANG KOTA BANDUNG 40616,Pasir Jati,Ujungberung,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90543,107.70069,GF (GreenField),42
JBKB058,SUKAMAJU,BENGKEL.CEMERLANG           JL. AH. NASUTION NO. 14 RT.01 RW.07 KEL.CIPADUNG KULON KEC. CIBIRU KOTA BANDUNG JAWA BARAT,Cipadung Kulon,Panyileukan,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92489,107.70982,GF (GreenField),42
JBKB052,DERWATI,JL. DERWATI NO. 60 RT. 05 RW 05 KEL.DERWATI KEC. RANCA SARI,Derwati,Rancasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.96576,107.68476,GF (GreenField),42
JBKB048,CISARANTEN,JL. KAMPUNG LIPUR GALIH NO. 87 RT.05 RW.08 KEL.CISANTREN KULON KEC.ARCAMANIK KOTA BANDUNG,Cisaranten Kulon,Arcamanik,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93643,107.68156,GF (GreenField),42
JBKB070,ARCAMANIK,KOMP.PERUMAHAN ARCAMANIK INDAH JL. ATLETIK NO. 27 RT.03 RW.13 KEC.ARCAMANIK KEL.SUKAMISKIN KOTA BANDUNG,Sukamiskin,Arcamanik,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.91903,107.67207,GF (GreenField),42
JBKB069,CIGADUNG,JL. LAPANGAN GOLF DAGO ATAS NO. 78 KEL.CIGADUNG KEC. CIBEUNYING KOTA BANDUNG (40135).,Cigadung,Cibeunying Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.86768,107.62442,GF (GreenField),42
JBKB062,ISTANA-MEKAR-WANGI,MEKARWANGI RT 03 RW 03. KEL.MEKAR WANGI KEC. BOJONGLOA KIDUL KOTA BANDUNG,Mekarwangi,Bojongloa Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9532,107.59979,GF (GreenField),42
JBKB073,RANCA-LOA,JL. CIMAPAKOLAN NO. 71 RT 01/RW 02 KEL.CIMAPAKOLAN KEC. RANCASARI KOTA BANDUNG,Cipamokolan,Rancasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.94733,107.67649,GF (GreenField),42
JBKB056,CIRANGRANG,JL. MAKAM CARINGIN NO. 93 B RT.01 RW.02 KEL.MARGAHAYU UTARA KEC. BABAKAN CIPARAY BANDUNG,Margahayu Utara,Babakan Ciparay,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.95185,107.58098,GF (GreenField),42
JBKB046,ANTAPANI,JL. SARI INDAH VB RT.07 RW.13 KEL.ANTAPANI KIDUL KEC. CICADAS KOTA BANDUNG,Antapani Kidul,Antapani,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92168,107.65483,GF (GreenField),42
JBKB075,SINDANGSARI-ANTAPANI,JL. SINDANG SARI III RT.03 RW.13 KEL.ANTAPANI KEC.CICADAS KOTA BANDUNG,Antapani,Antapani,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9087,107.66432,GF (GreenField),42
JBKB063,MULYASARI,JL. MULYASARI KEL.SUKAGALIH KEC. SUKAJADI. BANDUNG,Sukagalih,Sukajadi,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89122,107.58844,GF (GreenField),42
JBKB078,PALEM-INDAH,"JL. PADASALUYU 10, RT.03/RE.03, KEL.ISOLA, KEC. SUKASARI, KOTA BANDUNG",Isola,Sukasari,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.85071,107.59433,GF (GreenField),42
