KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.19 . 06 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,22425000,
1.20 . 1.20.19 . 06 . 04,penyusunan pelaporan keuangan akhir tahun,40000000,
1.20 . 1.20.19 . 06 . 04 . 5 . 2 . 1,Belanja Pegawai,3275000,
1.20 . 1.20.19 . 06 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,36725000,
1.06 . 1.20.19 . 21,Program perencanaan pembangunan daerah,50000000,
1.06 . 1.20.19 . 21 . 16,Penyusunan Renstra dan Renja SKPD,50000000,
1.06 . 1.20.19 . 21 . 16 . 5 . 2 . 1,Belanja Pegawai,10300000,
1.06 . 1.20.19 . 21 . 16 . 5 . 2 . 2,Belanja Barang dan Jasa,39700000,
1.22 . 1.20.19 . 22,Program Inovasi Pembangunan dan Pemberdayaan Kewilayahan,5001590000,
1.22 . 1.20.19 . 22 . 01,Fasilitasi Pemberdayaan lingkup RW,3936040000,
1.22 . 1.20.19 . 22 . 01 . 5 . 2 . 1,Belanja Pegawai,2000000,
1.22 . 1.20.19 . 22 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,3934040000,
1.22 . 1.20.19 . 22 . 02,Fasilitasi Pemberdayaan lingkup PKK,384500000,
1.22 . 1.20.19 . 22 . 02 . 5 . 2 . 1,Belanja Pegawai,78800000,
1.22 . 1.20.19 . 22 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,305700000,
1.22 . 1.20.19 . 22 . 03,Fasilitasi Pemberdayaan Lingkup Karang Taruna,347050000,
1.22 . 1.20.19 . 22 . 03 . 5 . 2 . 1,Belanja Pegawai,20400000,
1.22 . 1.20.19 . 22 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,326650000,
1.22 . 1.20.19 . 22 . 04,Fasilitasi Pemberdayaan Lingkup LPM,334000000,
1.22 . 1.20.19 . 22 . 04 . 5 . 2 . 1,Belanja Pegawai,19800000,
1.22 . 1.20.19 . 22 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,314200000,
1.20 . 1.20.19 . 30,Program Peningkatan Peran Kecamatan dan Kelurahan,4776957000,
1.20 . 1.20.19 . 30 . 01,Fasilitasi Peningkatan Perekonomian Masyarakat Kecamatan dan Kelurahan,56600000,
1.20 . 1.20.19 . 30 . 01 . 5 . 2 . 1,Belanja Pegawai,33650000,
1.20 . 1.20.19 . 30 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,22950000,
1.20 . 1.20.19 . 30 . 02,Fasilitasi Peningkatan Kualitas Kehidupan Kemasyarakatan Kecamatan dan Kelurahan,887175000,
1.20 . 1.20.19 . 30 . 02 . 5 . 2 . 1,Belanja Pegawai,196025000,
1.20 . 1.20.19 . 30 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,691150000,
1.20 . 1.20.19 . 30 . 03,Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan,1687482000,
1.20 . 1.20.19 . 30 . 03 . 5 . 2 . 1,Belanja Pegawai,61175000,
1.20 . 1.20.19 . 30 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,1626307000,
1.20 . 1.20.19 . 30 . 04,Peningkatan Kualitas Penanganan Ketentraman dan Ketertiban Tingkat Kecamatan dan Kelurahan,926625000,
1.20 . 1.20.19 . 30 . 04 . 5 . 2 . 1,Belanja Pegawai,30900000,
1.20 . 1.20.19 . 30 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,895725000,
1.20 . 1.20.19 . 30 . 05,Fasilitasi Peningkatan Pemerintahan Umum Kecamatan dan Kelurahan,1025650000,
1.20 . 1.20.19 . 30 . 05 . 5 . 2 . 1,Belanja Pegawai,83325000,
1.20 . 1.20.19 . 30 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,942325000,
1.20 . 1.20.19 . 30 . 07,Fasilitasi Peningkatan Pelayanan Kepada Masyarakat,193425000,
1.20 . 1.20.19 . 30 . 07 . 5 . 2 . 1,Belanja Pegawai,60900000,
1.20 . 1.20.19 . 30 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,132525000,
,SURPLUS / (DEFISIT),20000535152,
